"","name","setCode","rarity"
"6605","Freewind Falcon","ATH","common"
"6606","Icatian Javelineers","ATH","common"
"6607","Infantry Veteran","ATH","common"
"6608","Order of the White Shield","ATH","uncommon"
"6609","Pacifism","ATH","common"
"6610","Pegasus Charger","ATH","common"
"6611","Pegasus Stampede","ATH","uncommon"
"6612","Sacred Mesa","ATH","rare"
"6613","Samite Healer","ATH","common"
"6614","Serra Angel","ATH","uncommon"
"6615","Swords to Plowshares","ATH","uncommon"
"6616","Warrior's Honor","ATH","common"
"6617","White Knight","ATH","uncommon"
"6618","Youthful Knight","ATH","common"
"6619","Black Knight","ATH","uncommon"
"6620","Cuombajj Witches","ATH","common"
"6621","Feast of the Unicorn","ATH","common"
"6622","Hymn to Tourach","ATH","common"
"6623","Hypnotic Specter","ATH","uncommon"
"6624","Ihsan's Shade","ATH","uncommon"
"6625","Knight of Stromgald","ATH","uncommon"
"6626","Terror","ATH","common"
"6627","Unholy Strength","ATH","common"
"6628","Fireball","ATH","common"
"6629","Goblin Balloon Brigade","ATH","common"
"6630","Goblin Digging Team","ATH","common"
"6631","Goblin Grenade","ATH","common"
"6632","Goblin Hero","ATH","common"
"6633","Goblin King","ATH","rare"
"6634","Goblin Matron","ATH","uncommon"
"6635","Goblin Mutant","ATH","uncommon"
"6636","Goblin Offensive","ATH","uncommon"
"6637","Goblin Recruiter","ATH","uncommon"
"6638","Goblin Snowman","ATH","uncommon"
"6639","Goblin Tinkerer","ATH","common"
"6640","Goblin Vandal","ATH","common"
"6641","Goblin Warrens","ATH","rare"
"6642","Lightning Bolt","ATH","common"
"6643","Mogg Fanatic","ATH","common"
"6644","Mogg Flunkies","ATH","common"
"6645","Mogg Raider","ATH","common"
"6646","Pyrokinesis","ATH","uncommon"
"6647","Pyrotechnics","ATH","common"
"6648","Raging Goblin","ATH","uncommon"
"6649","Uthden Troll","ATH","uncommon"
"6650","Volcanic Dragon","ATH","rare"
"6651","Canopy Spider","ATH","common"
"6652","Carnivorous Plant","ATH","common"
"6653","Erhnam Djinn","ATH","uncommon"
"6654","Giant Growth","ATH","common"
"6655","Giant Spider","ATH","common"
"6656","Gorilla Chieftain","ATH","common"
"6657","Hurricane","ATH","uncommon"
"6658","Llanowar Elves","ATH","common"
"6659","Mirri, Cat Warrior","ATH","rare"
"6660","Overrun","ATH","uncommon"
"6661","Scavenger Folk","ATH","common"
"6662","Spectral Bears","ATH","uncommon"
"6663","Woolly Spider","ATH","common"
"6664","Lady Orca","ATH","uncommon"
"6665","Ranger en-Vec","ATH","uncommon"
"6666","Aesthir Glider","ATH","common"
"6667","Jalum Tome","ATH","uncommon"
"6668","Nevinyrral's Disk","ATH","rare"
"6669","Serrated Arrows","ATH","common"
"6670","Brushland","ATH","rare"
"6671","Drifting Meadow","ATH","common"
"6672","Pendelhaven","ATH","uncommon"
"6673","Polluted Mire","ATH","common"
"6674","Slippery Karst","ATH","common"
"6675","Smoldering Crater","ATH","common"
"6676","Strip Mine","ATH","rare"
"6677","Plains","ATH","common"
"6678","Swamp","ATH","common"
"6679","Mountain","ATH","common"
"6680","Forest","ATH","common"
"6681","Argivian Archaeologist","ATQ","rare"
"6682","Argivian Blacksmith","ATQ","common"
"6683","Artifact Ward","ATQ","common"
"6684","Circle of Protection: Artifacts","ATQ","uncommon"
"6685","Damping Field","ATQ","uncommon"
"6686","Martyrs of Korlis","ATQ","uncommon"
"6687","Reverse Polarity","ATQ","common"
"6688","Drafna's Restoration","ATQ","common"
"6689","Energy Flux","ATQ","uncommon"
"6690","Hurkyl's Recall","ATQ","rare"
"6691","Power Artifact","ATQ","uncommon"
"6692","Reconstruction","ATQ","common"
"6693","Sage of Lat-Nam","ATQ","common"
"6694","Transmute Artifact","ATQ","uncommon"
"6695","Artifact Possession","ATQ","common"
"6696","Gate to Phyrexia","ATQ","uncommon"
"6697","Haunting Wind","ATQ","uncommon"
"6698","Phyrexian Gremlins","ATQ","common"
"6699","Priest of Yawgmoth","ATQ","common"
"6700","Xenic Poltergeist","ATQ","uncommon"
"6701","Yawgmoth Demon","ATQ","rare"
"6702","Artifact Blast","ATQ","common"
"6703","Atog","ATQ","common"
"6704","Detonate","ATQ","uncommon"
"6705","Dwarven Weaponsmith","ATQ","uncommon"
"6706","Goblin Artisans","ATQ","uncommon"
"6707","Orcish Mechanics","ATQ","common"
"6708","Shatterstorm","ATQ","rare"
"6709","Argothian Pixies","ATQ","common"
"6710","Argothian Treefolk","ATQ","common"
"6711","Citanul Druid","ATQ","uncommon"
"6712","Crumble","ATQ","common"
"6713","Gaea's Avenger","ATQ","rare"
"6714","Powerleech","ATQ","uncommon"
"6715","Titania's Song","ATQ","uncommon"
"6716","Amulet of Kroog","ATQ","common"
"6717","Armageddon Clock","ATQ","uncommon"
"6718","Ashnod's Altar","ATQ","uncommon"
"6719","Ashnod's Battle Gear","ATQ","uncommon"
"6720","Ashnod's Transmogrant","ATQ","uncommon"
"6721","Battering Ram","ATQ","common"
"6722","Bronze Tablet","ATQ","rare"
"6723","Candelabra of Tawnos","ATQ","rare"
"6724","Clay Statue","ATQ","common"
"6725","Clockwork Avian","ATQ","rare"
"6726","Colossus of Sardia","ATQ","rare"
"6727","Coral Helm","ATQ","rare"
"6728","Cursed Rack","ATQ","uncommon"
"6729","Dragon Engine","ATQ","common"
"6730","Feldon's Cane","ATQ","uncommon"
"6731","Golgothian Sylex","ATQ","rare"
"6732","Grapeshot Catapult","ATQ","common"
"6733","Ivory Tower","ATQ","uncommon"
"6734","Jalum Tome","ATQ","uncommon"
"6735","Mightstone","ATQ","uncommon"
"6736","Millstone","ATQ","uncommon"
"6737","Mishra's War Machine","ATQ","rare"
"6738","Obelisk of Undoing","ATQ","rare"
"6739","Onulet","ATQ","uncommon"
"6740","Ornithopter","ATQ","common"
"6741","Primal Clay","ATQ","uncommon"
"6742","Rakalite","ATQ","uncommon"
"6743","Rocket Launcher","ATQ","uncommon"
"6744","Shapeshifter","ATQ","rare"
"6745","Staff of Zegon","ATQ","common"
"6746","Su-Chi","ATQ","uncommon"
"6747","Tablet of Epityr","ATQ","common"
"6748","Tawnos's Coffin","ATQ","rare"
"6749","Tawnos's Wand","ATQ","uncommon"
"6750","Tawnos's Weaponry","ATQ","uncommon"
"6751","Tetravus","ATQ","rare"
"6752","The Rack","ATQ","uncommon"
"6753","Triskelion","ATQ","rare"
"6754","Urza's Avenger","ATQ","rare"
"6755","Urza's Chalice","ATQ","common"
"6756","Urza's Miter","ATQ","rare"
"6757","Wall of Spears","ATQ","uncommon"
"6758","Weakstone","ATQ","uncommon"
"6759","Yotian Soldier","ATQ","common"
"6760","Mishra's Factory","ATQ","uncommon"
"6761","Mishra's Factory","ATQ","rare"
"6762","Mishra's Workshop","ATQ","rare"
"6763","Strip Mine","ATQ","uncommon"
"6764","Strip Mine","ATQ","rare"
"6765","Urza's Mine","ATQ","uncommon"
"6766","Urza's Mine","ATQ","common"
"6767","Urza's Power Plant","ATQ","common"
"6768","Urza's Power Plant","ATQ","uncommon"
"6769","Urza's Tower","ATQ","common"
"6770","Urza's Tower","ATQ","uncommon"
"6771","Angel of Glory's Rise","AVR","rare"
"6772","Angel of Jubilation","AVR","rare"
"6773","Angel's Mercy","AVR","common"
"6774","Angelic Wall","AVR","common"
"6775","Archangel","AVR","uncommon"
"6776","Avacyn, Angel of Hope","AVR","mythic"
"6777","Banishing Stroke","AVR","uncommon"
"6778","Builder's Blessing","AVR","uncommon"
"6779","Call to Serve","AVR","common"
"6780","Cathars' Crusade","AVR","rare"
"6781","Cathedral Sanctifier","AVR","common"
"6782","Cloudshift","AVR","common"
"6783","Commander's Authority","AVR","uncommon"
"6784","Cursebreak","AVR","common"
"6785","Defang","AVR","common"
"6786","Defy Death","AVR","uncommon"
"6787","Devout Chaplain","AVR","uncommon"
"6788","Divine Deflection","AVR","rare"
"6789","Emancipation Angel","AVR","uncommon"
"6790","Entreat the Angels","AVR","mythic"
"6791","Farbog Explorer","AVR","common"
"6792","Goldnight Commander","AVR","uncommon"
"6793","Goldnight Redeemer","AVR","uncommon"
"6794","Herald of War","AVR","rare"
"6795","Holy Justiciar","AVR","uncommon"
"6796","Leap of Faith","AVR","common"
"6797","Midnight Duelist","AVR","common"
"6798","Midvast Protector","AVR","common"
"6799","Moonlight Geist","AVR","common"
"6800","Moorland Inquisitor","AVR","common"
"6801","Nearheath Pilgrim","AVR","uncommon"
"6802","Restoration Angel","AVR","rare"
"6803","Riders of Gavony","AVR","rare"
"6804","Righteous Blow","AVR","common"
"6805","Seraph of Dawn","AVR","common"
"6806","Silverblade Paladin","AVR","rare"
"6807","Spectral Gateguards","AVR","common"
"6808","Terminus","AVR","rare"
"6809","Thraben Valiant","AVR","common"
"6810","Voice of the Provinces","AVR","common"
"6811","Zealous Strike","AVR","common"
"6812","Alchemist's Apprentice","AVR","common"
"6813","Amass the Components","AVR","common"
"6814","Arcane Melee","AVR","rare"
"6815","Captain of the Mists","AVR","rare"
"6816","Crippling Chill","AVR","common"
"6817","Deadeye Navigator","AVR","rare"
"6818","Devastation Tide","AVR","rare"
"6819","Dreadwaters","AVR","common"
"6820","Elgaud Shieldmate","AVR","common"
"6821","Favorable Winds","AVR","uncommon"
"6822","Fettergeist","AVR","uncommon"
"6823","Fleeting Distraction","AVR","common"
"6824","Galvanic Alchemist","AVR","common"
"6825","Geist Snatch","AVR","common"
"6826","Ghostform","AVR","common"
"6827","Ghostly Flicker","AVR","common"
"6828","Ghostly Touch","AVR","uncommon"
"6829","Gryff Vanguard","AVR","common"
"6830","Havengul Skaab","AVR","common"
"6831","Infinite Reflection","AVR","rare"
"6832","Into the Void","AVR","uncommon"
"6833","Latch Seeker","AVR","uncommon"
"6834","Lone Revenant","AVR","rare"
"6835","Lunar Mystic","AVR","rare"
"6836","Mass Appeal","AVR","uncommon"
"6837","Mist Raven","AVR","common"
"6838","Misthollow Griffin","AVR","mythic"
"6839","Nephalia Smuggler","AVR","uncommon"
"6840","Outwit","AVR","common"
"6841","Peel from Reality","AVR","common"
"6842","Rotcrown Ghoul","AVR","common"
"6843","Scrapskin Drake","AVR","common"
"6844","Second Guess","AVR","uncommon"
"6845","Spectral Prison","AVR","common"
"6846","Spirit Away","AVR","rare"
"6847","Stern Mentor","AVR","uncommon"
"6848","Stolen Goods","AVR","rare"
"6849","Tamiyo, the Moon Sage","AVR","mythic"
"6850","Tandem Lookout","AVR","uncommon"
"6851","Temporal Mastery","AVR","mythic"
"6852","Vanishment","AVR","uncommon"
"6853","Wingcrafter","AVR","common"
"6854","Appetite for Brains","AVR","uncommon"
"6855","Barter in Blood","AVR","uncommon"
"6856","Blood Artist","AVR","uncommon"
"6857","Bloodflow Connoisseur","AVR","common"
"6858","Bone Splinters","AVR","common"
"6859","Butcher Ghoul","AVR","common"
"6860","Corpse Traders","AVR","uncommon"
"6861","Crypt Creeper","AVR","common"
"6862","Dark Impostor","AVR","rare"
"6863","Death Wind","AVR","common"
"6864","Demonic Rising","AVR","rare"
"6865","Demonic Taskmaster","AVR","uncommon"
"6866","Demonlord of Ashmouth","AVR","rare"
"6867","Descent into Madness","AVR","mythic"
"6868","Dread Slaver","AVR","rare"
"6869","Driver of the Dead","AVR","common"
"6870","Essence Harvest","AVR","common"
"6871","Evernight Shade","AVR","uncommon"
"6872","Exquisite Blood","AVR","rare"
"6873","Ghoulflesh","AVR","common"
"6874","Gloom Surgeon","AVR","rare"
"6875","Grave Exchange","AVR","common"
"6876","Griselbrand","AVR","mythic"
"6877","Harvester of Souls","AVR","rare"
"6878","Homicidal Seclusion","AVR","uncommon"
"6879","Human Frailty","AVR","uncommon"
"6880","Hunted Ghoul","AVR","common"
"6881","Killing Wave","AVR","rare"
"6882","Maalfeld Twins","AVR","uncommon"
"6883","Marrow Bats","AVR","uncommon"
"6884","Mental Agony","AVR","common"
"6885","Necrobite","AVR","common"
"6886","Polluted Dead","AVR","common"
"6887","Predator's Gambit","AVR","common"
"6888","Renegade Demon","AVR","common"
"6889","Searchlight Geist","AVR","common"
"6890","Soulcage Fiend","AVR","common"
"6891","Treacherous Pit-Dweller","AVR","rare"
"6892","Triumph of Cruelty","AVR","uncommon"
"6893","Undead Executioner","AVR","common"
"6894","Unhallowed Pact","AVR","common"
"6895","Aggravate","AVR","uncommon"
"6896","Archwing Dragon","AVR","rare"
"6897","Banners Raised","AVR","common"
"6898","Battle Hymn","AVR","common"
"6899","Bonfire of the Damned","AVR","mythic"
"6900","Burn at the Stake","AVR","rare"
"6901","Dangerous Wager","AVR","common"
"6902","Demolish","AVR","common"
"6903","Dual Casting","AVR","rare"
"6904","Falkenrath Exterminator","AVR","uncommon"
"6905","Fervent Cathar","AVR","common"
"6906","Gang of Devils","AVR","uncommon"
"6907","Guise of Fire","AVR","common"
"6908","Hanweir Lancer","AVR","common"
"6909","Havengul Vampire","AVR","uncommon"
"6910","Heirs of Stromkirk","AVR","common"
"6911","Hound of Griselbrand","AVR","rare"
"6912","Kessig Malcontents","AVR","uncommon"
"6913","Kruin Striker","AVR","common"
"6914","Lightning Mauler","AVR","uncommon"
"6915","Lightning Prowess","AVR","uncommon"
"6916","Mad Prophet","AVR","common"
"6917","Malicious Intent","AVR","common"
"6918","Malignus","AVR","mythic"
"6919","Pillar of Flame","AVR","common"
"6920","Raging Poltergeist","AVR","common"
"6921","Reforge the Soul","AVR","rare"
"6922","Riot Ringleader","AVR","common"
"6923","Rite of Ruin","AVR","rare"
"6924","Rush of Blood","AVR","uncommon"
"6925","Scalding Devil","AVR","common"
"6926","Somberwald Vigilante","AVR","common"
"6927","Stonewright","AVR","uncommon"
"6928","Thatcher Revolt","AVR","common"
"6929","Thunderbolt","AVR","common"
"6930","Thunderous Wrath","AVR","uncommon"
"6931","Tibalt, the Fiend-Blooded","AVR","mythic"
"6932","Tyrant of Discord","AVR","rare"
"6933","Uncanny Speed","AVR","common"
"6934","Vexing Devil","AVR","rare"
"6935","Vigilante Justice","AVR","uncommon"
"6936","Zealous Conscripts","AVR","rare"
"6937","Abundant Growth","AVR","common"
"6938","Blessings of Nature","AVR","uncommon"
"6939","Borderland Ranger","AVR","common"
"6940","Bower Passage","AVR","uncommon"
"6941","Champion of Lambholt","AVR","rare"
"6942","Craterhoof Behemoth","AVR","mythic"
"6943","Descendants' Path","AVR","rare"
"6944","Diregraf Escort","AVR","common"
"6945","Druid's Familiar","AVR","uncommon"
"6946","Druids' Repository","AVR","rare"
"6947","Eaten by Spiders","AVR","uncommon"
"6948","Flowering Lumberknot","AVR","common"
"6949","Geist Trappers","AVR","common"
"6950","Gloomwidow","AVR","uncommon"
"6951","Grounded","AVR","common"
"6952","Howlgeist","AVR","uncommon"
"6953","Joint Assault","AVR","common"
"6954","Lair Delve","AVR","common"
"6955","Natural End","AVR","common"
"6956","Nettle Swine","AVR","common"
"6957","Nightshade Peddler","AVR","common"
"6958","Pathbreaker Wurm","AVR","common"
"6959","Primal Surge","AVR","mythic"
"6960","Rain of Thorns","AVR","uncommon"
"6961","Revenge of the Hunted","AVR","rare"
"6962","Sheltering Word","AVR","common"
"6963","Snare the Skies","AVR","common"
"6964","Somberwald Sage","AVR","rare"
"6965","Soul of the Harvest","AVR","rare"
"6966","Terrifying Presence","AVR","common"
"6967","Timberland Guide","AVR","common"
"6968","Triumph of Ferocity","AVR","uncommon"
"6969","Trusted Forcemage","AVR","common"
"6970","Ulvenwald Tracker","AVR","rare"
"6971","Vorstclaw","AVR","uncommon"
"6972","Wandering Wolf","AVR","common"
"6973","Wild Defiance","AVR","rare"
"6974","Wildwood Geist","AVR","common"
"6975","Wolfir Avenger","AVR","uncommon"
"6976","Wolfir Silverheart","AVR","rare"
"6977","Yew Spirit","AVR","uncommon"
"6978","Bruna, Light of Alabaster","AVR","mythic"
"6979","Gisela, Blade of Goldnight","AVR","mythic"
"6980","Sigarda, Host of Herons","AVR","mythic"
"6981","Angel's Tomb","AVR","uncommon"
"6982","Angelic Armaments","AVR","uncommon"
"6983","Bladed Bracers","AVR","common"
"6984","Conjurer's Closet","AVR","rare"
"6985","Gallows at Willow Hill","AVR","rare"
"6986","Haunted Guardian","AVR","uncommon"
"6987","Moonsilver Spear","AVR","rare"
"6988","Narstad Scrapper","AVR","common"
"6989","Otherworld Atlas","AVR","rare"
"6990","Scroll of Avacyn","AVR","common"
"6991","Scroll of Griselbrand","AVR","common"
"6992","Tormentor's Trident","AVR","uncommon"
"6993","Vanguard's Shield","AVR","common"
"6994","Vessel of Endless Rest","AVR","uncommon"
"6995","Alchemist's Refuge","AVR","rare"
"6996","Cavern of Souls","AVR","rare"
"6997","Desolate Lighthouse","AVR","rare"
"6998","Seraph Sanctuary","AVR","common"
"6999","Slayers' Stronghold","AVR","rare"
"7000","Plains","AVR","common"
"7001","Island","AVR","common"
"7002","Swamp","AVR","common"
"7003","Mountain","AVR","common"
"7004","Forest","AVR","common"
"7005","Will Kenrith","BBD","mythic"
"7006","Rowan Kenrith","BBD","mythic"
"7007","Regna, the Redeemer","BBD","rare"
"7008","Krav, the Unredeemed","BBD","rare"
"7009","Zndrsplt, Eye of Wisdom","BBD","rare"
"7010","Okaun, Eye of Chaos","BBD","rare"
"7011","Virtus the Veiled","BBD","rare"
"7012","Gorm the Great","BBD","rare"
"7013","Khorvath Brightflame","BBD","rare"
"7014","Sylvia Brightspear","BBD","rare"
"7015","Pir, Imaginative Rascal","BBD","rare"
"7016","Toothy, Imaginary Friend","BBD","rare"
"7017","Blaring Recruiter","BBD","uncommon"
"7018","Blaring Captain","BBD","uncommon"
"7019","Chakram Retriever","BBD","uncommon"
"7020","Chakram Slinger","BBD","uncommon"
"7021","Soulblade Corrupter","BBD","uncommon"
"7022","Soulblade Renewer","BBD","uncommon"
"7023","Impetuous Protege","BBD","uncommon"
"7024","Proud Mentor","BBD","uncommon"
"7025","Ley Weaver","BBD","uncommon"
"7026","Lore Weaver","BBD","uncommon"
"7027","Arena Rector","BBD","mythic"
"7028","Aurora Champion","BBD","common"
"7029","Brightling","BBD","mythic"
"7030","Bring Down","BBD","uncommon"
"7031","Dwarven Lightsmith","BBD","common"
"7032","Jubilant Mascot","BBD","uncommon"
"7033","Play of the Game","BBD","rare"
"7034","Regna's Sanction","BBD","rare"
"7035","Skystreamer","BBD","common"
"7036","Together Forever","BBD","rare"
"7037","Arcane Artisan","BBD","mythic"
"7038","Fumble","BBD","uncommon"
"7039","Game Plan","BBD","rare"
"7040","Huddle Up","BBD","common"
"7041","Nimbus Champion","BBD","uncommon"
"7042","Out of Bounds","BBD","uncommon"
"7043","Saltwater Stalwart","BBD","common"
"7044","Soaring Show-Off","BBD","common"
"7045","Spellseeker","BBD","rare"
"7046","Spellweaver Duo","BBD","common"
"7047","Zndrsplt's Judgment","BBD","rare"
"7048","Archfiend of Despair","BBD","mythic"
"7049","Bloodborn Scoundrels","BBD","common"
"7050","Fan Favorite","BBD","common"
"7051","Gang Up","BBD","uncommon"
"7052","Inner Demon","BBD","uncommon"
"7053","Mindblade Render","BBD","rare"
"7054","Sickle Dancer","BBD","common"
"7055","Stunning Reversal","BBD","mythic"
"7056","Thrasher Brute","BBD","uncommon"
"7057","Thrilling Encore","BBD","rare"
"7058","Virtus's Maneuver","BBD","rare"
"7059","Azra Bladeseeker","BBD","common"
"7060","Bonus Round","BBD","rare"
"7061","Bull-Rush Bruiser","BBD","common"
"7062","Cheering Fanatic","BBD","uncommon"
"7063","Khorvath's Fury","BBD","rare"
"7064","Lava-Field Overlord","BBD","uncommon"
"7065","Magma Hellion","BBD","common"
"7066","Najeela, the Blade-Blossom","BBD","mythic"
"7067","Stadium Vendors","BBD","common"
"7068","Stolen Strategy","BBD","rare"
"7069","Bramble Sovereign","BBD","mythic"
"7070","Charging Binox","BBD","common"
"7071","Combo Attack","BBD","common"
