,Name,Rarity,Quantity,Price,Language,Finish,Condition,Expansion
2379,IN SEARCH OF GREATNESS (EXTENDED ART),RARE,7.0,1.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2380,"JORN, GOD OF WINTER / KALDRING, THE RIMESTAFF (SHOWCASE)",RARE,6.0,0.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2381,KAYA THE INEXORABLE,MYTHIC,1.0,3.29,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2382,"KOMA, COSMOS SERPENT",MYTHIC,2.0,8.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2383,"KOMA, COSMOS SERPENT (SHOWCASE)",MYTHIC,5.0,8.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2384,"MAGDA, BRAZEN OUTLAW",RARE,6.0,1.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2385,NIKO ARIS,MYTHIC,1.0,0.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2386,QUAKEBRINGER (BORDERLESS),MYTHIC,1.0,3.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2387,QUAKEBRINGER (BORDERLESS),MYTHIC,4.0,1.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2388,RAVENFORM,COMMON,1.0,0.25,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2389,REALMWALKER,RARE,1.0,3.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2390,REALMWALKER (EXTENDED ART),RARE,1.0,3.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2391,REALMWALKER (EXTENDED ART),RARE,2.0,3.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2392,REFLECTIONS OF LITTJARA (EXTENED ART),RARE,1.0,4.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2393,RIGHTEOUS VALKYRIE,RARE,1.0,3.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2394,RIGHTEOUS VALKYRIE (EXTENDED ART),RARE,3.0,4.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2395,RISE OF THE DREAD MARN (EXTENDED ART),RARE,3.0,0.79,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2396,SNOW-COVERED ISLAND (278),COMMON,16.0,0.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2397,SNOW-COVERED MOUNTAIN (282),COMMON,20.0,0.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2398,SNOW-COVERED MOUNTAIN (282),COMMON,16.0,0.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2399,SNOW-COVERED MOUNTAIN (283),COMMON,3.0,0.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2400,SNOW-COVERED PLAINS (276),COMMON,17.0,0.25,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2401,SNOW-COVERED PLAINS (276),COMMON,7.0,0.25,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2402,SNOW-COVERED PLAINS (277),COMMON,20.0,0.25,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2403,SNOW-COVERED PLAINS (277),COMMON,24.0,0.25,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2404,SNOW-COVERED SWAMP (280),COMMON,19.0,0.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2405,SNOW-COVERED SWAMP (280),COMMON,20.0,0.79,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2406,SNOW-COVERED SWAMP (281),COMMON,6.0,0.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2407,SNOW-COVERED SWAMP (281),COMMON,1.0,0.89,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2408,STARNHEIM ASPIRANT,UNCOMMON,2.0,1.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2409,STARNHEIM UNLEASHED (BORDERLESS),MYTHIC,7.0,1.88,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2410,"TERGRID, GOD OF FRIGHT / TERGRID'S LANTERN",RARE,1.0,2.88,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2411,"TERGRID, GOD OF FRIGHT / TERGRID'S LANTERN",RARE,8.0,4.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2412,"TERGRID, GOD OF FRIGHT / TERGRID'S LANTERN (SHOWCASE)",RARE,2.0,4.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2413,"TERGRID, GOD OF FRIGHT / TERGRID'S LANTERN (SHOWCASE)",RARE,6.0,4.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2414,THE WORLD TREE,RARE,1.0,6.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2415,THE WORLD TREE,RARE,8.0,4.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2416,THE WORLD TREE (EXTENDED ART),RARE,6.0,6.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2417,"TORALF, GOD OF FURY / TORALF'S HAMMER (SHOWCASE)",MYTHIC,1.0,3.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2418,TYRITE SANCTUM (EXTENDED ART),RARE,1.0,1.49,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2419,TYVAR KELL,MYTHIC,14.0,2.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2420,"VALKI, GOD OF LIES / TIBALT, COSMIC IMPOSTOR",MYTHIC,2.0,9.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2421,"VALKI, GOD OF LIES / TIBALT, COSMIC IMPOSTOR",MYTHIC,11.0,8.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2422,"VALKI, GOD OF LIES / TIBALT, COSMIC IMPOSTOR (BORDERLESS)",MYTHIC,3.0,29.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2423,"VALKI, GOD OF LIES / TIBALT, COSMIC IMPOSTOR (BORDERLESS)",MYTHIC,8.0,10.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2424,"VALKI, GOD OF LIES / TIBALT, COSMIC IMPOSTOR (SHOWCASE)",MYTHIC,2.0,29.99,ENGLISH,FOIL,NEAR MINT,KALDHEIM
2425,"VALKI, GOD OF LIES / TIBALT, COSMIC IMPOSTOR (SHOWCASE)",MYTHIC,3.0,11.99,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2426,VALKYRIE HARBINGER,RARE,8.0,3.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2427,YOUTHFUL VALKYRIE,UNCOMMON,4.0,3.49,ENGLISH,NORMAL,NEAR MINT,KALDHEIM
2428,ACADEMY RUINS,RARE,3.0,11.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2429,ANCESTRAL VISION,RARE,4.0,3.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2430,ANCIENT GRUDGE,COMMON,4.0,8.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2431,ANGEL'S GRACE,RARE,1.0,4.99,ENGLISH,NORMAL,LIGHT PLAY,TIME SPIRAL
2432,ANGEL'S GRACE,RARE,1.0,36.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2433,ANGEL'S GRACE,RARE,3.0,6.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2434,BOGARDAN HELLKITE,RARE,2.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2435,CHROMATIC STAR,COMMON,1.0,22.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2436,CHROMATIC STAR,COMMON,13.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2437,CURSE OF THE CABAL,RARE,3.0,5.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2438,DEMONIC COLLUSION,RARE,4.0,4.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2439,DRAINING WHELK,RARE,4.0,3.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2440,"DRALNU, LICH LORD",RARE,3.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2441,DREAD RETURN,UNCOMMON,4.0,0.88,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2442,FUNGUS SLIVER,RARE,1.0,3.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2443,GAUNTLET OF POWER,RARE,3.0,8.99,ENGLISH,NORMAL,LIGHT PLAY,TIME SPIRAL
2444,GEMHIDE SLIVER,COMMON,8.0,3.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2445,GEMSTONE CAVERNS,RARE,1.0,249.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2446,GHOSTFLAME SLIVER,UNCOMMON,4.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2447,GRAPESHOT,COMMON,1.0,8.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2448,GREATER GARGADON,RARE,4.0,1.19,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2449,HARMONIC SLIVER,UNCOMMON,6.0,4.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2450,HARMONIC SLIVER,UNCOMMON,1.0,2.99,ENGLISH,NORMAL,LIGHT PLAY,TIME SPIRAL
2451,HIVESTONE,RARE,3.0,9.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2452,HIVESTONE,RARE,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2453,HYPERGENESIS,RARE,4.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2454,"JAYA BALLARD, TASK MAGE",RARE,1.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2455,KAERVEK THE MERCILESS,RARE,3.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2456,KHER KEEP,RARE,1.0,12.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2457,KHER KEEP,RARE,2.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2458,KROSAN GRIP,UNCOMMON,6.0,4.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2459,KROSAN GRIP,UNCOMMON,8.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2460,LIM-DUL THE NECROMANCER,RARE,4.0,2.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2461,LOTUS BLOOM,RARE,7.0,5.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2462,MAGUS OF THE CANDELABRA,RARE,4.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2463,MAGUS OF THE DISK,RARE,2.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2464,MAGUS OF THE JAR,RARE,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2465,MAGUS OF THE SCROLL,RARE,1.0,0.49,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2466,MIGHT OF OLD KROSA,UNCOMMON,4.0,1.69,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2467,MIGHT SLIVER,UNCOMMON,4.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2468,"MISHRA, ARTIFICER PRODIGY",RARE,1.0,39.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2469,"MISHRA, ARTIFICER PRODIGY",RARE,4.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2470,NETHER TRAITOR,RARE,2.0,7.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2471,OPALINE SLIVER,UNCOMMON,5.0,2.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2472,PARADOX HAZE,UNCOMMON,1.0,20.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2473,PENTARCH PALADIN,RARE,4.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2474,PLAGUE SLIVER,RARE,4.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2475,PSIONIC SLIVER,RARE,2.0,2.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2476,PULMONIC SLIVER,RARE,4.0,5.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2477,QUILLED SLIVER,UNCOMMON,4.0,0.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2478,REITERATE,RARE,3.0,6.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2479,RESTORE BALANCE,RARE,1.0,14.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2480,RESTORE BALANCE,RARE,4.0,2.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2481,RIFT BOLT,COMMON,4.0,13.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2482,SAFFI ERIKSDOTTER,RARE,3.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2483,SCRYB RANGER,UNCOMMON,4.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2484,SEDGE SLIVER,RARE,5.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2485,SERRA AVENGER,RARE,3.0,3.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2486,SMALLPOX,UNCOMMON,3.0,10.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2487,SPINNERET SLIVER,COMMON,4.0,0.88,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2488,SUDDEN SPOILING,RARE,4.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2489,SWARMYARD,RARE,2.0,7.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2490,"TEFERI, MAGE OF ZHALFIR",RARE,7.0,3.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2491,TELEKINETIC SLIVER,UNCOMMON,4.0,2.97,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2492,TELEKINETIC SLIVER,UNCOMMON,1.0,9.99,ENGLISH,FOIL,LIGHT PLAY,TIME SPIRAL
2493,TEMPORAL ISOLATION,COMMON,1.0,0.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2494,TRICKBIND,RARE,3.0,8.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2495,VAMPIRIC SLIVER,UNCOMMON,4.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2496,VERDANT EMBRACE,RARE,4.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2497,VESUVA,RARE,2.0,17.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2498,WALK THE AEONS,RARE,3.0,5.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL
2499,WHEEL OF FATE,RARE,1.0,16.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL
2500,AKROMA'S VENGEANCE,RARE,1.0,0.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2501,ANCIENT STIRRINGS,UNCOMMON,3.0,2.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2502,ARCANE DENIAL,COMMON,8.0,1.79,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2503,"AZUSA, LOST BUT SEEKING",RARE,8.0,8.79,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2504,"AZUSA, LOST BUT SEEKING",RARE,2.0,10.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2505,BALL LIGHTNING,RARE,1.0,1.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2506,BIDENT OF THASSA,RARE,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2507,BLOOD MOON,RARE,1.0,16.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2508,BLOOD MOON,RARE,1.0,24.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2509,BLUE ELEMENTAL BLAST,UNCOMMON,9.0,0.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2510,BLUE SUN'S ZENITH,RARE,2.0,5.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2511,BOROS CHARM,UNCOMMON,3.0,2.29,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2512,BRAINSTORM,COMMON,12.0,0.88,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2513,CHALICE OF THE VOID,MYTHIC,4.0,96.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2514,COALITION RELIC,RARE,1.0,3.29,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2515,COALITION RELIC,RARE,2.0,8.29,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2516,COURSER OF KRUPHIX,RARE,6.0,3.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2517,CULTIVATE,COMMON,12.0,0.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2518,CULTIVATE,COMMON,1.0,0.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2519,DIABOLIC EDICT,COMMON,4.0,0.49,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2520,DOOMSDAY,MYTHIC,2.0,12.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2521,EIDOLON OF THE GREAT REVEL,RARE,2.0,24.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2522,ENSNARING BRIDGE,MYTHIC,4.0,21.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2523,FETID HEATH,RARE,1.0,8.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2524,FLOODED GROVE,RARE,4.0,6.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2525,"GISELA, BLADE OF GOLDNIGHT",MYTHIC,5.0,15.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2526,IMPERIAL RECRUITER,MYTHIC,4.0,7.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2527,INVIGORATE,UNCOMMON,2.0,0.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2528,"JACE, THE MIND SCULPTOR",MYTHIC,2.0,59.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2529,"JACE, THE MIND SCULPTOR",MYTHIC,1.0,64.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2530,LAQUATUS'S CHAMPION,RARE,1.0,0.49,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2531,LIVING DEATH,RARE,1.0,12.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2532,MAGUS OF THE WHEEL,RARE,1.0,0.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2533,"MIKOKORO, CENTER OF THE SEA",RARE,1.0,4.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2534,"MIKOKORO, CENTER OF THE SEA",RARE,1.0,11.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2535,MISHRA'S FACTORY,UNCOMMON,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2536,MYRIAD LANDSCAPE,UNCOMMON,1.0,5.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2537,NICOL BOLAS,RARE,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2538,NIHIL SPELLBOMB,COMMON,1.0,0.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2539,NOTION THIEF,RARE,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2540,PACT OF NEGATION,RARE,2.0,11.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2541,PACT OF NEGATION,RARE,1.0,26.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2542,PENDELHAVEN,RARE,2.0,2.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2543,PENDELHAVEN,RARE,1.0,4.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2544,PERNICIOUS DEED,RARE,2.0,6.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2545,PROTEAN HULK,RARE,4.0,7.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2546,RELENTLESS RATS,COMMON,1.0,2.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2547,RISHADAN PORT,RARE,4.0,17.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2548,RISHADAN PORT,RARE,1.0,29.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2549,RUGGED PRAIRIE,RARE,2.0,7.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2550,SIMIAN SPIRIT GUIDE,UNCOMMON,2.0,6.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2551,STREET WRAITH,UNCOMMON,7.0,1.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2552,SUMMONER'S PACT,RARE,2.0,3.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2553,SUMMONER'S PACT,RARE,1.0,10.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2554,"THALIA, GUARDIAN OF THRABEN",RARE,1.0,7.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2555,TREE OF REDEMPTION,MYTHIC,1.0,3.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2556,TREE OF REDEMPTION,MYTHIC,1.0,7.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2557,UTOPIA SPRAWL,UNCOMMON,3.0,29.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2558,VENDILION CLIQUE,MYTHIC,1.0,8.99,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2559,VENDILION CLIQUE,MYTHIC,4.0,18.99,ENGLISH,FOIL,NEAR MINT,MASTERS 25
2560,VESUVAN SHAPESHIFTER,RARE,9.0,0.49,ENGLISH,NORMAL,NEAR MINT,MASTERS 25
2599,BAD MOON,RARE,4.0,4.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2600,BROWBEAT,UNCOMMON,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2601,CLAWS OF GIX,UNCOMMON,1.0,17.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2602,CONSPIRACY,RARE,3.0,3.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2603,DARKNESS,COMMON,6.0,17.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2604,DESERT,COMMON,1.0,2.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2605,DRAGONSTORM,RARE,1.0,2.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2606,ESSENCE SLIVER,RARE,1.0,8.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2607,FELDON'S CANE,UNCOMMON,1.0,14.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2608,FLYING MEN,COMMON,1.0,3.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2609,FUNERAL CHARM,COMMON,1.0,7.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2610,GEMSTONE MINE,UNCOMMON,2.0,89.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2611,LEVIATHAN,RARE,1.0,0.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2612,LORD OF ATLANTIS,RARE,1.0,19.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2613,MERIEKE RI BERIT,RARE,4.0,4.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2614,MERIEKE RI BERIT,RARE,2.0,2.99,ENGLISH,NORMAL,LIGHT PLAY,TIME SPIRAL TIME SHIFTED
2615,NICOL BOLAS,RARE,4.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2616,PANDEMONIUM,RARE,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2617,PENDELHAVEN,UNCOMMON,4.0,4.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2618,SPIKE FEEDER,UNCOMMON,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2619,TEFERI'S MOAT,RARE,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2620,THE RACK,UNCOMMON,1.0,39.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2621,THE RACK,UNCOMMON,2.0,5.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2622,UNDEAD WARCHIEF,UNCOMMON,1.0,19.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2623,VERDELOTH THE ANCIENT,RARE,2.0,2.49,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2624,VHATI IL-DAL,RARE,2.0,1.99,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2625,VOIDMAGE PRODIGY,RARE,1.0,9.99,ENGLISH,FOIL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2626,VOIDMAGE PRODIGY,RARE,3.0,2.88,ENGLISH,NORMAL,NEAR MINT,TIME SPIRAL TIME SHIFTED
2632,BIRDS OF PARADISE,RARE,3.0,16.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2633,BOIL,UNCOMMON,1.0,2.49,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2634,CHOKE,UNCOMMON,3.0,3.49,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2635,CITY OF BRASS,RARE,1.0,23.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2636,COLLECTIVE UNCONSCIOUS,RARE,1.0,1.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2637,DEATH PITS OF RATH,RARE,1.0,1.49,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2638,ELVISH CHAMPION,RARE,1.0,19.99,ENGLISH,FOIL,NEAR MINT,8TH EDITION
2639,ELVISH PIPER,RARE,1.0,12.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2640,ENSNARING BRIDGE,RARE,1.0,29.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2641,EVACUATION,RARE,1.0,5.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2642,LORD OF THE UNDEAD,RARE,1.0,49.99,ENGLISH,FOIL,NEAR MINT,8TH EDITION
2643,MEGRIM,UNCOMMON,1.0,8.88,ENGLISH,FOIL,NEAR MINT,8TH EDITION
2644,MERCHANT SCROLL,UNCOMMON,4.0,6.49,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2645,OBLITERATE,RARE,1.0,4.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2646,PHYREXIAN ARENA,RARE,1.0,22.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
2647,PHYREXIAN ARENA,RARE,1.0,79.99,ENGLISH,FOIL,NEAR MINT,8TH EDITION
2648,PHYREXIAN ARENA,RARE,1.0,19.99,ENGLISH,NORMAL,LIGHT PLAY,8TH EDITION
2649,ROLLING STONES,RARE,1.0,1.99,ENGLISH,NORMAL,NEAR MINT,8TH EDITION
