,Name,Number,Rarity,Details,Quantity,Price,Language,Finish,Condition,Expansion
4121,Force of Savagery,,Rare,,0.0,8.99,English,Foil,NEAR MINT,Futuresight
4122,Foresee,,Common,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4123,Gathan Raiders,,Common,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4124,Ghostfire,,Common,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4125,Gibbering Descent,,Rare,,1.0,5.99,English,Normal,NEAR MINT,Futuresight
4126,Gibbering Descent,,Rare,,0.0,19.99,English,Foil,NEAR MINT,Futuresight
4127,Glittering Wish,,Rare,,4.0,1.49,English,Normal,NEAR MINT,Futuresight
4128,Glittering Wish,,Rare,,0.0,9.99,English,Foil,NEAR MINT,Futuresight
4129,Graven Cairns,,Rare,,0.0,49.99,English,Foil,NEAR MINT,Futuresight
4130,Graven Cairns,,Rare,,0.0,8.99,English,Normal,NEAR MINT,Futuresight
4131,Grove of the Burnwillows,,Rare,,0.0,10.99,English,Normal,NEAR MINT,Futuresight
4132,Grove of the Burnwillows,,Rare,,0.0,299.99,English,Foil,NEAR MINT,Futuresight
4133,Heartwood Storyteller,,Rare,,4.0,4.99,English,Normal,NEAR MINT,Futuresight
4134,Heartwood Storyteller,,Rare,,0.0,17.99,English,Foil,NEAR MINT,Futuresight
4135,Homing Sliver,,Common,,0.0,6.49,English,Foil,NEAR MINT,Futuresight
4136,Horizon Canopy,,Rare,,0.0,26.99,English,Normal,NEAR MINT,Futuresight
4137,Horizon Canopy,,Rare,,0.0,179.99,English,Foil,NEAR MINT,Futuresight
4138,Horizon Canopy,,Rare,,0.0,0.01,English,Normal,LIGHT PLAY,Futuresight
4139,Intervention Pact,,Rare,,0.0,2.99,English,Normal,NEAR MINT,Futuresight
4140,Intervention Pact,,Rare,,0.0,9.99,English,Foil,NEAR MINT,Futuresight
4141,Jhoira of the Ghitu,,Rare,,0.0,1.49,English,Normal,NEAR MINT,Futuresight
4142,Jhoira of the Ghitu,,Rare,,0.0,17.99,English,Foil,NEAR MINT,Futuresight
4143,Keldon Megaliths,,Uncommon,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4144,"Korlash, Heir to Blackblade",,Rare,,0.0,5.99,English,Normal,NEAR MINT,Futuresight
4145,"Korlash, Heir to Blackblade",,Rare,,0.0,11.99,English,Foil,NEAR MINT,Futuresight
4146,"Linessa, Zephyr Mage",,Rare,,0.0,6.99,English,Foil,NEAR MINT,Futuresight
4147,Llanowar Mentor,,Uncommon,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4148,Llanowar Reborn,,Uncommon,,0.0,11.99,English,Foil,NEAR MINT,Futuresight
4149,Llanowar Reborn,,Uncommon,,1.0,1.49,English,Normal,NEAR MINT,Futuresight
4150,Logic Knot,,Common,,0.0,4.99,English,Foil,NEAR MINT,Futuresight
4151,Lost Auramancers,,Uncommon,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4152,Lymph Sliver,,Common,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4153,Maelstrom Djinn,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4154,Magus of the Abyss,,Rare,,0.0,5.99,English,Foil,NEAR MINT,Futuresight
4155,Magus of the Future,,Rare,,0.0,0.88,English,Normal,NEAR MINT,Futuresight
4156,Magus of the Future,,Rare,,1.0,4.99,English,Foil,NEAR MINT,Futuresight
4157,Magus of the Moat,,Rare,,0.0,5.99,English,Normal,NEAR MINT,Futuresight
4158,Magus of the Moat,,Rare,,0.0,39.99,English,Foil,NEAR MINT,Futuresight
4159,Magus of the Moon,,Rare,,1.0,11.88,English,Normal,NEAR MINT,Futuresight
4160,Magus of the Moon,,Rare,,0.0,74.99,English,Foil,NEAR MINT,Futuresight
4161,Magus of the Moon,,Rare,,0.0,9.99,English,Normal,LIGHT PLAY,Futuresight
4162,Magus of the Vineyard,,Rare,,0.0,4.49,English,Normal,NEAR MINT,Futuresight
4163,Magus of the Vineyard,,Rare,,0.0,15.99,English,Foil,NEAR MINT,Futuresight
4164,Mesmeric Sliver,,Common,,0.0,4.99,English,Foil,NEAR MINT,Futuresight
4165,Molten Disaster,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4166,Muraganda Petroglyphs,,Rare,,0.0,2.99,English,Normal,NEAR MINT,Futuresight
4167,Muraganda Petroglyphs,,Rare,,0.0,8.99,English,Foil,NEAR MINT,Futuresight
4168,Mystic Speculation,,Uncommon,,2.0,1.79,English,Normal,NEAR MINT,Futuresight
4169,Mystic Speculation,,Uncommon,,0.0,9.99,English,Foil,NEAR MINT,Futuresight
4170,Nacatl War-Pride,,Uncommon,,0.0,2.88,English,Normal,NEAR MINT,Futuresight
4171,Nacatl War-Pride,,Uncommon,,0.0,9.99,English,Foil,NEAR MINT,Futuresight
4172,Narcomoeba,,Uncommon,,0.0,19.99,English,Foil,NEAR MINT,Futuresight
4173,Nihilith,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4174,Nimbus Maze,,Rare,,0.0,4.99,English,Normal,NEAR MINT,Futuresight
4175,Nimbus Maze,,Rare,,0.0,27.99,English,Foil,NEAR MINT,Futuresight
4176,Nimbus Maze,,Rare,,1.0,4.99,English,Normal,LIGHT PLAY,Futuresight
4177,Nix,,Rare,,0.0,13.99,English,Foil,NEAR MINT,Futuresight
4178,"Oriss, Samite Guardian",,Rare,,4.0,0.99,English,Normal,NEAR MINT,Futuresight
4179,"Oriss, Samite Guardian",,Rare,,0.0,12.99,English,Foil,NEAR MINT,Futuresight
4180,Pact of Negation,,Rare,,0.0,16.88,English,Normal,NEAR MINT,Futuresight
4181,Pact of Negation,,Rare,,0.0,99.99,English,Foil,NEAR MINT,Futuresight
4182,Pact of the Titan,,Rare,,1.0,1.29,English,Normal,NEAR MINT,Futuresight
4183,Pact of the Titan,,Rare,,0.0,3.99,English,Foil,NEAR MINT,Futuresight
4184,Pyromancer's Swath,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4185,Quagnoth,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4186,Riftsweeper,,Uncommon,,0.0,0.99,English,Normal,NEAR MINT,Futuresight
4187,Riftsweeper,,Uncommon,,0.0,7.99,English,Foil,NEAR MINT,Futuresight
4188,Rites of Flourishing,,Rare,,0.0,1.99,English,Normal,NEAR MINT,Futuresight
4189,Rites of Flourishing,,Rare,,0.0,9.99,English,Foil,NEAR MINT,Futuresight
4190,River of Tears,,Rare,,0.0,8.49,English,Normal,NEAR MINT,Futuresight
4191,River of Tears,,Rare,,0.0,39.99,English,Foil,NEAR MINT,Futuresight
4192,Scourge of Kher Ridges,,Rare,,1.0,2.49,English,Normal,NEAR MINT,Futuresight
4193,Scourge of Kher Ridges,,Rare,,0.0,12.99,English,Foil,NEAR MINT,Futuresight
4194,Scout's Warning,,Rare,,0.0,4.99,English,Normal,NEAR MINT,Futuresight
4195,Scout's Warning,,Rare,,0.0,8.99,English,Foil,NEAR MINT,Futuresight
4196,Second Wind,,Uncommon,,0.0,5.99,English,Foil,NEAR MINT,Futuresight
4197,Seht's Tiger,,Rare,,0.0,7.99,English,Foil,NEAR MINT,Futuresight
4198,Shapeshifter's Marrow,,Rare,,0.0,1.49,English,Foil,NEAR MINT,Futuresight
4199,Slaughter Pact,,Rare,,0.0,2.99,English,Normal,NEAR MINT,Futuresight
4200,Slaughter Pact,,Rare,,0.0,13.99,English,Foil,NEAR MINT,Futuresight
4201,Sliver Legion,,Rare,,0.0,44.99,English,Normal,NEAR MINT,Futuresight
4202,Sliver Legion,,Rare,,0.0,199.99,English,Foil,NEAR MINT,Futuresight
4203,Sliver Legion,,Rare,,0.0,34.99,English,Normal,LIGHT PLAY,Futuresight
4204,Spellweaver Volute,,Rare,,3.0,1.49,English,Normal,NEAR MINT,Futuresight
4205,Spellweaver Volute,,Rare,,1.0,6.99,English,Foil,NEAR MINT,Futuresight
4206,Spin into Myth,,Uncommon,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4207,Sprout Swarm,,Common,,0.0,4.98,English,Foil,NEAR MINT,Futuresight
4208,Steamflogger Boss,,Rare,,0.0,7.99,English,Foil,NEAR MINT,Futuresight
4209,Storm Entity,,Uncommon,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4210,Street Wraith,,Uncommon,,1.0,5.29,English,Normal,NEAR MINT,Futuresight
4211,Street Wraith,,Uncommon,,0.0,69.99,English,Foil,NEAR MINT,Futuresight
4212,Summoner's Pact,,Rare,,1.0,7.99,English,Normal,NEAR MINT,Futuresight
4213,Summoner's Pact,,Rare,,0.0,59.99,English,Foil,NEAR MINT,Futuresight
4214,Sword of the Meek,,Uncommon,,9.0,3.88,English,Normal,NEAR MINT,Futuresight
4215,Sword of the Meek,,Uncommon,,3.0,19.99,English,Foil,NEAR MINT,Futuresight
4216,Sword of the Meek,,Uncommon,,0.0,0.99,English,Normal,LIGHT PLAY,Futuresight
4217,Take Possession,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4218,Tarmogoyf,,Rare,,0.0,49.99,English,Normal,NEAR MINT,Futuresight
4219,Tarmogoyf,,Rare,,0.0,599.99,English,Foil,NEAR MINT,Futuresight
4220,Tarmogoyf,,Rare,,0.0,34.99,English,Normal,LIGHT PLAY,Futuresight
4221,Tarox Bladewing,,Rare,,0.0,39.99,English,Foil,NEAR MINT,Futuresight
4222,Thornweald Archer,,Common,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4223,Thunderblade Charge,,Rare,,0.0,0.01,English,Foil,NEAR MINT,Futuresight
4224,Tolaria West,,Uncommon,,4.0,3.49,English,Normal,NEAR MINT,Futuresight
4225,Tolaria West,,Uncommon,,0.0,17.99,English,Foil,NEAR MINT,Futuresight
4226,Tombstalker,,Rare,,0.0,11.99,English,Foil,NEAR MINT,Futuresight
4227,Utopia Mycon,,Uncommon,,4.0,3.99,English,Normal,NEAR MINT,Futuresight
4228,Vedalken Aethermage,,Common,,0.0,0.49,English,Normal,NEAR MINT,Futuresight
4229,Vedalken Aethermage,,Common,,0.0,15.99,English,Foil,NEAR MINT,Futuresight
4230,"Venser, Shaper Savant",,Rare,,3.0,9.99,English,Normal,NEAR MINT,Futuresight
4231,"Venser, Shaper Savant",,Rare,,0.0,79.99,English,Foil,NEAR MINT,Futuresight
4232,"Venser, Shaper Savant",,Rare,,2.0,5.99,English,Normal,LIGHT PLAY,Futuresight
4233,Virulent Sliver,,Common,,0.0,9.99,English,Foil,NEAR MINT,Futuresight
4234,Yixlid Jailer,,Uncommon,,0.0,3.99,English,Foil,NEAR MINT,Futuresight
4235,Argentum Armor,,Rare,,6.0,3.29,English,Normal,NEAR MINT,Scars of Mirrodin
4236,Asceticism,,Rare,,2.0,12.99,English,Normal,NEAR MINT,Scars of Mirrodin
4237,Bellowing Tanglewurm,,Uncommon,,1.0,0.99,English,Normal,NEAR MINT,Scars of Mirrodin
4238,Blackcleave Cliffs,,Rare,,7.0,26.88,English,Normal,NEAR MINT,Scars of Mirrodin
4239,Carnifex Demon,,Rare,,1.0,0.99,English,Normal,NEAR MINT,Scars of Mirrodin
4240,Copperline Gorge,,Rare,,5.0,7.88,English,Normal,NEAR MINT,Scars of Mirrodin
4241,Darkslick Shores,,Rare,,1.0,9.99,English,Normal,LIGHT PLAY,Scars of Mirrodin
4242,Darkslick Shores,,Rare,,5.0,13.88,English,Normal,NEAR MINT,Scars of Mirrodin
4243,Darksteel Juggernaut,,Rare,,1.0,3.99,English,Normal,NEAR MINT,Scars of Mirrodin
4244,Engulfing Slagwurm,,Rare,,2.0,1.99,English,Normal,NEAR MINT,Scars of Mirrodin
4245,Etched Champion,,Rare,,1.0,2.99,English,Normal,NEAR MINT,Scars of Mirrodin
4246,Exsanguinate,,Uncommon,,16.0,6.88,English,Normal,NEAR MINT,Scars of Mirrodin
4247,Exsanguinate,,Uncommon,,1.0,22.99,English,Foil,NEAR MINT,Scars of Mirrodin
4248,"Ezuri, Renegade Leader",,Rare,,4.0,22.49,English,Foil,NEAR MINT,Scars of Mirrodin
4249,Galvanic Blast,,Common,,1.0,3.88,English,Foil,NEAR MINT,Scars of Mirrodin
4250,Genesis Wave,,Rare,,4.0,8.99,English,Normal,NEAR MINT,Scars of Mirrodin
4251,Grafted Exoskeleton,,Uncommon,,9.0,5.49,English,Normal,NEAR MINT,Scars of Mirrodin
4252,Grasp of Darkness,,Common,,3.0,0.49,English,Normal,NEAR MINT,Scars of Mirrodin
4253,Indomitable Archangel,,Mythic,,1.0,1.99,English,Normal,NEAR MINT,Scars of Mirrodin
4254,Inexorable Tide,,Rare,,5.0,5.99,English,Normal,NEAR MINT,Scars of Mirrodin
4255,Koth of the Hammer,,Mythic,,2.0,8.88,English,Normal,NEAR MINT,Scars of Mirrodin
4256,Kuldotha Forgemaster,,Rare,,3.0,3.99,English,Normal,NEAR MINT,Scars of Mirrodin
4257,Leonin Arbiter,,Rare,,6.0,6.99,English,Normal,NEAR MINT,Scars of Mirrodin
4258,Lux Cannon,,Mythic,,1.0,3.99,English,Normal,NEAR MINT,Scars of Mirrodin
4259,Mindslaver,,Mythic,,1.0,5.99,English,Normal,NEAR MINT,Scars of Mirrodin
4260,Mox Opal,,Mythic,,5.0,74.99,English,Normal,NEAR MINT,Scars of Mirrodin
4261,Myr Reservoir,,Rare,,2.0,1.49,English,Normal,NEAR MINT,Scars of Mirrodin
4262,Necrotic Ooze,,Rare,,3.0,4.49,English,Normal,NEAR MINT,Scars of Mirrodin
4263,Platinum Emperion,,Mythic,,1.0,36.99,English,Foil,NEAR MINT,Scars of Mirrodin
4264,Quicksilver Gargantuan,,Mythic,,2.0,0.99,English,Normal,NEAR MINT,Scars of Mirrodin
4265,Razorverge Thicket,,Rare,,8.0,6.88,English,Normal,NEAR MINT,Scars of Mirrodin
4266,Semblance Anvil,,Rare,,1.0,6.49,English,Normal,NEAR MINT,Scars of Mirrodin
4267,"Skithiryx, the Blight Dragon",,Mythic,,2.0,16.88,English,Normal,NEAR MINT,Scars of Mirrodin
4268,Sword of Body and Mind,,Mythic,,1.0,24.99,English,Foil,NEAR MINT,Scars of Mirrodin
4269,Throne of Geth,,Uncommon,,1.0,3.99,English,Foil,NEAR MINT,Scars of Mirrodin
4270,Twisted Image,,Uncommon,,5.0,0.99,English,Foil,NEAR MINT,Scars of Mirrodin
4271,"Venser, the Sojourner",,Mythic,,3.0,16.99,English,Normal,NEAR MINT,Scars of Mirrodin
4272,Wurmcoil Engine,,Mythic,,1.0,22.88,English,Normal,NEAR MINT,Scars of Mirrodin
4273,"Athreos, God of Passage",,Mythic,,5.0,12.99,English,Normal,NEAR MINT,Journey into Nyx
4274,"Athreos, God of Passage",,Mythic,,3.0,29.99,English,Foil,NEAR MINT,Journey into Nyx
4275,Deicide,,Rare,,2.0,1.99,English,Foil,NEAR MINT,Journey into Nyx
4276,Dictate of Erebos,,Rare,,4.0,14.88,English,Normal,NEAR MINT,Journey into Nyx
4277,Dictate of Erebos,,Rare,,1.0,27.99,English,Foil,NEAR MINT,Journey into Nyx
4278,Dictate of Heliod,,Rare,,1.0,2.99,English,Foil,NEAR MINT,Journey into Nyx
4279,Godsend,,Mythic,,1.0,15.99,English,Normal,NEAR MINT,Journey into Nyx
4280,Godsend,,Mythic,,2.0,46.99,English,Foil,NEAR MINT,Journey into Nyx
4281,Hydra Broodmaster,,Rare,,12.0,0.79,English,Normal,NEAR MINT,Journey into Nyx
4282,"Kruphix, God of Horizons",,Mythic,,5.0,4.88,English,Normal,NEAR MINT,Journey into Nyx
4283,"Kruphix, God of Horizons",,Mythic,,1.0,21.99,English,Foil,NEAR MINT,Journey into Nyx
4284,Master of the Feast,,Rare,,2.0,2.49,English,Normal,NEAR MINT,Journey into Nyx
4285,Nyx-Fleece Ram,,Uncommon,,2.0,2.99,English,Foil,NEAR MINT,Journey into Nyx
4286,"Pharika, God of Affliction",,Mythic,,7.0,2.49,English,Normal,NEAR MINT,Journey into Nyx
4287,"Pharika, God of Affliction",,Mythic,,1.0,9.99,English,Foil,NEAR MINT,Journey into Nyx
4288,Prophetic Flamespeaker,,Mythic,,1.0,2.99,English,Foil,NEAR MINT,Journey into Nyx
4289,Sage of Hours,,Mythic,,1.0,2.99,English,Normal,NEAR MINT,Journey into Nyx
4290,Temple of Malady,,Rare,,2.0,3.99,English,Foil,NEAR MINT,Journey into Nyx
4308,Bonecrusher Giant,,Rare,,1.0,3.49,English,Foil,NEAR MINT,Throne of Eldraine
4309,Borderless Garruk Cursed Huntsman,,Mythic,,4.0,8.88,English,Normal,NEAR MINT,Throne of Eldraine
4310,Borderless Oko Thief of Crowns,,Mythic,,15.0,23.99,English,Normal,NEAR MINT,Throne of Eldraine
4311,Borderless The Royal Scions,,Mythic,,1.0,5.49,English,Normal,NEAR MINT,Throne of Eldraine
4312,Borderless The Royal Scions,,Mythic,,4.0,13.8,English,Foil,NEAR MINT,Throne of Eldraine
4313,Brazen Borrower,,Mythic,,8.0,14.99,English,Normal,NEAR MINT,Throne of Eldraine
4314,Brazen Borrower,,Mythic,,1.0,20.99,English,Foil,NEAR MINT,Throne of Eldraine
4315,Castle Ardenvale,,Rare,,1.0,2.99,English,Normal,NEAR MINT,Throne of Eldraine
4316,Castle Embereth,,Rare,,16.0,0.59,English,Normal,NEAR MINT,Throne of Eldraine
4317,Castle Embereth,,Rare,,1.0,2.49,English,Foil,NEAR MINT,Throne of Eldraine
4318,Charming Prince,,Rare,,2.0,2.99,English,Foil,NEAR MINT,Throne of Eldraine
4319,Drown in the Loch,,Uncommon,,1.0,6.99,English,Foil,NEAR MINT,Throne of Eldraine
4320,"Emry, Lurker of the Loch",,Rare,,12.0,2.69,English,Normal,NEAR MINT,Throne of Eldraine
4321,"Emry, Lurker of the Loch",,Rare,,3.0,5.49,English,Foil,NEAR MINT,Throne of Eldraine
4322,Extended Art Castle Ardenvale,,Rare,,3.0,7.49,English,Normal,NEAR MINT,Throne of Eldraine
4323,Extended Art Castle Embereth,,Rare,,3.0,4.88,English,Normal,NEAR MINT,Throne of Eldraine
4324,Extended Art Castle Embereth,,Rare,,3.0,11.99,English,Foil,NEAR MINT,Throne of Eldraine
4325,Extended Art Castle Garenbrig,,Rare,,1.0,11.99,English,Normal,NEAR MINT,Throne of Eldraine
4326,Extended Art Castle Locthwain,,Rare,,1.0,49.99,English,Foil,NEAR MINT,Throne of Eldraine
4327,Extended Art Charming Prince,,Rare,,1.0,4.99,English,Normal,NEAR MINT,Throne of Eldraine
4328,Extended Art Doom Foretold,,Rare,,1.0,1.29,English,Normal,NEAR MINT,Throne of Eldraine
4329,Extended Art Doom Foretold,,Rare,,1.0,4.69,English,Foil,NEAR MINT,Throne of Eldraine
4330,Extended Art Embercleave,,Mythic,,12.0,14.88,English,Normal,NEAR MINT,Throne of Eldraine
4331,Extended Art Embercleave,,Mythic,,4.0,74.99,English,Foil,NEAR MINT,Throne of Eldraine
4332,Extended Art Emry Lurker of the Loch,,Rare,,2.0,64.99,English,Foil,NEAR MINT,Throne of Eldraine
4333,Extended Art Fabled Passage,,Rare,,8.0,8.99,English,Normal,NEAR MINT,Throne of Eldraine
4334,Extended Art Fabled Passage,,Rare,,3.0,19.99,English,Foil,NEAR MINT,Throne of Eldraine
4335,Extended Art Faeburrow Elder,,Rare,,5.0,24.99,English,Foil,NEAR MINT,Throne of Eldraine
4336,Extended Art Feasting Troll King,,Rare,,4.0,2.49,English,Normal,NEAR MINT,Throne of Eldraine
4337,Extended Art Gadwick the Wizened,,Rare,,2.0,2.29,English,Normal,NEAR MINT,Throne of Eldraine
4338,Extended Art Gadwick the Wizened,,Rare,,1.0,7.99,English,Foil,NEAR MINT,Throne of Eldraine
4339,Extended Art Gilded Goose,,Rare,,4.0,4.99,English,Normal,NEAR MINT,Throne of Eldraine
4340,Extended Art Hushbringer,,Rare,,1.0,4.49,English,Normal,NEAR MINT,Throne of Eldraine
4341,Extended Art Irencrag Pyromancer,,Rare,,1.0,2.49,English,Foil,NEAR MINT,Throne of Eldraine
4342,Extended Art Midnight Clock,,Rare,,1.0,6.49,English,Normal,NEAR MINT,Throne of Eldraine
4343,Extended Art Mirrormade,,Rare,,2.0,19.99,English,Foil,NEAR MINT,Throne of Eldraine
4344,Extended Art Oathsworn Knight,,Rare,,1.0,0.49,English,Foil,NEAR MINT,Throne of Eldraine
4345,Extended Art Once Upon a Time,,Rare,,1.0,2.99,English,Normal,NEAR MINT,Throne of Eldraine
4346,Extended Art Questing Beast,,Mythic,,2.0,17.99,English,Normal,NEAR MINT,Throne of Eldraine
4347,Extended Art Questing Beast,,Mythic,,1.0,89.99,English,Foil,NEAR MINT,Throne of Eldraine
4348,Extended Art Rankle Master of Pranks,,Mythic,,3.0,9.99,English,Normal,NEAR MINT,Throne of Eldraine
4349,Extended Art Return of the Wildspeaker,,Rare,,1.0,14.99,English,Foil,NEAR MINT,Throne of Eldraine
4350,Extended Art Robber of the Rich,,Mythic,,2.0,8.99,English,Normal,NEAR MINT,Throne of Eldraine
4351,Extended Art Robber of the Rich,,Mythic,,6.0,29.99,English,Foil,NEAR MINT,Throne of Eldraine
4352,Extended Art Stonecoil Serpent,,Rare,,2.0,6.99,English,Normal,NEAR MINT,Throne of Eldraine
4353,Extended Art Stonecoil Serpent,,Rare,,2.0,24.99,English,Foil,NEAR MINT,Throne of Eldraine
4354,Extended Art The Cauldron of Eternity,,Mythic,,1.0,14.99,English,Foil,NEAR MINT,Throne of Eldraine
4355,Extended Art The Circle of Loyalty,,Mythic,,1.0,3.99,English,Normal,NEAR MINT,Throne of Eldraine
4356,Extended Art The Great Henge,,Mythic,,5.0,74.99,English,Normal,NEAR MINT,Throne of Eldraine
4357,Extended Art The Great Henge,,Mythic,,4.0,249.99,English,Foil,NEAR MINT,Throne of Eldraine
4358,Extended Art The Magic Mirror,,Mythic,,3.0,4.99,English,Normal,NEAR MINT,Throne of Eldraine
4359,Extended Art Witch s Vengeance,,Rare,,1.0,0.99,English,Foil,NEAR MINT,Throne of Eldraine
4360,Extended Art Yorvo Lord of Garenbrig,,Rare,,2.0,1.99,English,Normal,NEAR MINT,Throne of Eldraine
4361,Fabled Passage,,Rare,,2.0,6.99,English,Foil,NEAR MINT,Throne of Eldraine
4362,Feasting Troll King,,Rare,,5.0,0.49,English,Normal,NEAR MINT,Throne of Eldraine
4363,Feasting Troll King,,Rare,,3.0,0.88,English,Foil,NEAR MINT,Throne of Eldraine
4364,Gilded Goose,,Rare,,1.0,3.99,English,Foil,NEAR MINT,Throne of Eldraine
4365,Hushbringer,,Rare,,6.0,1.69,English,Normal,NEAR MINT,Throne of Eldraine
4366,Into the Story,,Uncommon,,2.0,0.99,English,Foil,NEAR MINT,Throne of Eldraine
4367,"Korvold, Fae-Cursed King",,Mythic,,1.0,10.99,English,Normal,NEAR MINT,Throne of Eldraine
4368,Mystic Sanctuary,,Common,,2.0,5.99,English,Foil,NEAR MINT,Throne of Eldraine
4369,"Oko, Thief of Crowns",,Mythic,,3.0,11.99,English,Normal,NEAR MINT,Throne of Eldraine
4370,Once Upon a Time,,Rare,,1.0,0.98,English,Normal,NEAR MINT,Throne of Eldraine
4371,Once Upon a Time,,Rare,,2.0,2.49,English,Foil,NEAR MINT,Throne of Eldraine
4372,Outlaws' Merriment,,Mythic,,2.0,0.99,English,Normal,NEAR MINT,Throne of Eldraine
4373,Questing Beast,,Mythic,,11.0,8.99,English,Normal,NEAR MINT,Throne of Eldraine
4374,"Rankle, Master of Pranks",,Mythic,,3.0,4.19,English,Normal,NEAR MINT,Throne of Eldraine
4375,"Rankle, Master of Pranks",,Mythic,,4.0,8.88,English,Foil,NEAR MINT,Throne of Eldraine
4376,Realm-Cloaked Giant,,Mythic,,3.0,0.69,English,Normal,NEAR MINT,Throne of Eldraine
4377,Robber of the Rich,,Mythic,,9.0,2.88,English,Normal,NEAR MINT,Throne of Eldraine
4378,Robber of the Rich,,Mythic,,1.0,7.49,English,Foil,NEAR MINT,Throne of Eldraine
4379,"Rowan, Fearless Sparkmage",,Mythic,,1.0,1.99,English,Normal,NEAR MINT,Throne of Eldraine
4380,Showcase Bonecrusher Giant,,Rare,,14.0,3.49,English,Normal,NEAR MINT,Throne of Eldraine
4381,Showcase Bonecrusher Giant,,Rare,,10.0,8.88,English,Foil,NEAR MINT,Throne of Eldraine
4382,Showcase Brazen Borrower,,Mythic,,8.0,29.99,English,Normal,NEAR MINT,Throne of Eldraine
4383,Showcase Lovestruck Beast,,Rare,,11.0,0.49,English,Normal,NEAR MINT,Throne of Eldraine
4384,Showcase Lovestruck Beast,,Rare,,4.0,2.49,English,Foil,NEAR MINT,Throne of Eldraine
4385,Showcase Murderous Rider,,Rare,,4.0,6.88,English,Foil,NEAR MINT,Throne of Eldraine
4386,Showcase Realm-Cloaked Giant,,Mythic,,2.0,2.49,English,Normal,NEAR MINT,Throne of Eldraine
4387,"Syr Konrad, the Grim",,Uncommon,,1.0,0.88,English,Normal,NEAR MINT,Throne of Eldraine
4388,The Cauldron of Eternity,,Mythic,,1.0,1.88,English,Foil,NEAR MINT,Throne of Eldraine
4389,The Great Henge,,Mythic,,1.0,69.99,English,Foil,NEAR MINT,Throne of Eldraine
4390,The Royal Scions,,Mythic,,1.0,0.99,English,Normal,NEAR MINT,Throne of Eldraine
4391,The Royal Scions,,Mythic,,1.0,4.99,English,Foil,NEAR MINT,Throne of Eldraine
4392,Birds of Paradise,,Rare,,2.0,14.99,English,Normal,NEAR MINT,Ravnica
4393,Blazing Archon,,Rare,,4.0,2.69,English,Normal,NEAR MINT,Ravnica
4394,Cloudstone Curio,,Rare,,1.0,129.99,English,Foil,NEAR MINT,Ravnica
4395,Concerted Effort,,Rare,,2.0,7.99,English,Normal,NEAR MINT,Ravnica
4396,Congregation at Dawn,,Uncommon,,3.0,5.88,English,Normal,NEAR MINT,Ravnica
4397,Dimir Doppelganger,,Rare,,4.0,1.99,English,Normal,NEAR MINT,Ravnica
4398,Eye of the Storm,,Rare,,3.0,2.19,English,Normal,NEAR MINT,Ravnica
4399,Eye of the Storm,,Rare,,2.0,0.99,English,Normal,LIGHT PLAY,Ravnica
4400,Glimpse the Unthinkable,,Rare,,1.0,10.99,English,Normal,LIGHT PLAY,Ravnica
4401,Glimpse the Unthinkable,,Rare,,4.0,34.99,English,Foil,NEAR MINT,Ravnica
4402,Glimpse the Unthinkable,,Rare,,10.0,10.99,English,Normal,NEAR MINT,Ravnica
4403,Golgari Grave-Troll,,Rare,,1.0,3.49,English,Normal,NEAR MINT,Ravnica
4404,Golgari Signet,,Common,,1.0,10.99,English,Foil,NEAR MINT,Ravnica
4405,Grozoth,,Rare,,1.0,3.88,English,Normal,NEAR MINT,Ravnica
4406,Hour of Reckoning,,Rare,,2.0,1.29,English,Normal,NEAR MINT,Ravnica
4407,Hunted Horror,,Rare,,2.0,22.99,English,Foil,LIGHT PLAY,Ravnica
4408,Life from the Loam,,Rare,,2.0,19.99,English,Normal,NEAR MINT,Ravnica
4409,Lightning Helix,,Uncommon,,11.0,2.29,English,Normal,NEAR MINT,Ravnica
4410,Loxodon Gatekeeper,,Rare,,4.0,3.99,English,Normal,NEAR MINT,Ravnica
4411,Mindmoil,,Rare,,4.0,2.89,English,Normal,NEAR MINT,Ravnica
4412,Muddle the Mixture,,Common,,10.0,4.49,English,Normal,NEAR MINT,Ravnica
4413,Pariah's Shield,,Rare,,2.0,11.99,English,Normal,NEAR MINT,Ravnica
4414,Pariah's Shield,,Rare,,3.0,16.99,English,Normal,LIGHT PLAY,Ravnica
4415,Phytohydra,,Rare,,2.0,2.49,English,Normal,NEAR MINT,Ravnica
