"","Count","Name","Expansion","Condition","Language","Finish"
"1601",1,"Thrun, the Last Troll","Mirrodin Besieged","Near Mint","English","Foil"
"1602",3,"Thermo-Alchemist","Eldritch Moon","Near Mint","English","Foil"
"1603",1,"Retraction Helix","Masters 25","Near Mint","English","Foil"
"1604",1,"Tenacious Dead","Battlebond","Near Mint","English","Foil"
"1605",2,"Lumengrid Warden","Mirrodin","Near Mint","English","Foil"
"1606",1,"Looming Hoverguard","Mirrodin","Slightly Played","English","Foil"
"1607",3,"Looming Hoverguard","Mirrodin","Near Mint","English","Foil"
"1608",2,"Facevaulter","Modern Masters","Near Mint","English","Foil"
"1609",3,"Cabal Trainee","Judgment","Slightly Played","English","Foil"
"1610",3,"Cathodion","Modern Masters 2015 Edition","Near Mint","English","Foil"
"1611",1,"Magnetic Flux","Darksteel","Near Mint","English","Foil"
"1612",1,"Edifice of Authority","Amonkhet","Near Mint","English","Foil"
"1613",5,"Teetering Peaks","Premium Deck Series: Fire and Lightning","Near Mint","English","Foil"
"1614",2,"Cabal Torturer","Torment","Near Mint","English","Foil"
"1615",1,"Butcher's Glee","Dragons of Tarkir","Heavily Played","English","Foil"
"1616",2,"Butcher's Glee","Dragons of Tarkir","Near Mint","English","Foil"
"1617",1,"Wanderguard Sentry","Mirrodin","Near Mint","English","Foil"
"1618",1,"Boros Recruit","Ravnica: City of Guilds","Near Mint","English","Foil"
"1619",1,"Tangle Hulk","Mirrodin Besieged","Near Mint","English","Foil"
"1620",3,"Spawn of Thraxes","Prerelease Cards","Near Mint","English","Foil"
"1621",1,"Smelt","Magic 2013","Near Mint","English","Foil"
"1622",3,"Lost in a Labyrinth","Theros","Near Mint","English","Foil"
"1623",3,"Lost in a Labyrinth","Theros","Near Mint","English","Normal"
"1624",1,"Foundry Champion","Gatecrash","Near Mint","English","Foil"
"1625",1,"Lumengrid Warden","Mirrodin","Slightly Played","English","Foil"
"1626",2,"Drainpipe Vermin","Return to Ravnica","Near Mint","English","Foil"
"1627",1,"Dread Defiler","Oath of the Gatewatch","Near Mint","English","Foil"
"1628",2,"Tireless Missionaries","Magic 2015 Core Set","Near Mint","English","Foil"
"1629",1,"Suntail Hawk","Magic 2014 Core Set","Near Mint","English","Foil"
"1630",1,"Lotus Path Djinn","Fate Reforged","Near Mint","English","Foil"
"1631",1,"Lost in Thought","Judgment","Slightly Played","English","Foil"
"1632",1,"Lumengrid Drake","Scars of Mirrodin","Near Mint","English","Foil"
"1633",1,"Gobbling Ooze","Return to Ravnica","Near Mint","English","Foil"
"1634",1,"Duskworker","Mirrodin","Slightly Played","English","Foil"
"1635",1,"Bone Splinters","Modern Masters 2017 Edition","Near Mint","English","Foil"
"1636",1,"Scourge of Fleets","Prerelease Cards","Near Mint","English","Foil"
"1637",1,"Suntail Hawk","Ninth Edition","Near Mint","English","Foil"
"1638",1,"Glaring Aegis","Dragons of Tarkir","Near Mint","English","Foil"
"1639",2,"Totally Lost","Gatecrash","Near Mint","English","Foil"
"1640",1,"Devour in Flames","Oath of the Gatewatch","Near Mint","English","Foil"
"1641",1,"Titan of Eternal Fire","Theros","Slightly Played","English","Foil"
"1642",2,"Strider Harness","Scars of Mirrodin","Near Mint","English","Foil"
"1643",1,"Bloodhall Priest","Eldritch Moon","Near Mint","English","Foil"
"1644",1,"Gobbling Ooze","Return to Ravnica","Slightly Played","English","Foil"
"1645",1,"Swift Justice","Return to Ravnica","Near Mint","English","Foil"
"1646",1,"Tragic Poet","Urza's Legacy","Slightly Played","English","Foil"
"1647",1,"Cabal Surgeon","Torment","Slightly Played","English","Foil"
"1648",3,"Cabal Trainee","Judgment","Slightly Played","English","Foil"
"1649",1,"Caustic Hound","Mirrodin Besieged","Near Mint","English","Foil"
"1650",1,"Cateran Enforcer","Mercadian Masques","Near Mint","English","Foil"
"1651",2,"Woolly Loxodon","Khans of Tarkir","Near Mint","English","Foil"
"1652",1,"Woodland Druid","Odyssey","Slightly Played","English","Foil"
"1653",1,"Vulpine Goliath","Theros","Slightly Played","English","Foil"
"1654",2,"Sewer Shambler","Return to Ravnica","Near Mint","English","Foil"
"1655",1,"Touch of Invisibility","Odyssey","Slightly Played","English","Foil"
"1656",1,"Die Young","Kaladesh","Near Mint","English","Foil"
"1657",1,"Spined Wurm","Magic 2011","Near Mint","English","Foil"
"1658",1,"Stone Quarry","Shadows Over Innistrad","Near Mint","English","Foil"
"1659",1,"Yeva's Forcemage","Magic Origins","Near Mint","English","Foil"
"1660",1,"Dirge of Dread","Onslaught","Near Mint","English","Foil"
"1661",1,"Cruel Deceiver","Champions of Kamigawa","Near Mint","English","Foil"
"1662",1,"Crow of Dark Tidings","Shadows Over Innistrad","Near Mint","English","Foil"
"1663",1,"Crown of Suspicion","Onslaught","Slightly Played","English","Foil"
"1664",1,"Crippling Fatigue","Torment","Slightly Played","English","Foil"
"1665",1,"Shatter","Khans of Tarkir","Near Mint","English","Foil"
"1666",2,"Crippling Blight","Magic 2015 Core Set","Near Mint","English","Foil"
"1667",3,"Spiked Baloth","Magic 2013","Near Mint","English","Foil"
"1668",1,"Yeva's Forcemage","Magic 2013","Slightly Played","English","Foil"
"1669",4,"Yeva's Forcemage","Magic 2013","Near Mint","English","Foil"
"1670",1,"Cremate","Return to Ravnica","Near Mint","English","Foil"
"1671",3,"Spawn of Thraxes","Prerelease Cards","Near Mint","English","Foil"
"1672",3,"Death Rattle","Modern Masters","Near Mint","English","Foil"
"1673",1,"Crown of Suspicion","Onslaught","Near Mint","English","Foil"
"1674",3,"Wrap in Flames","Modern Masters 2015 Edition","Near Mint","English","Foil"
"1675",1,"Vigilante Justice","Avacyn Restored","Slightly Played","English","Foil"
"1676",3,"Viashino Racketeer","Return to Ravnica","Near Mint","English","Foil"
"1677",1,"Vorstclaw","Avacyn Restored","Near Mint","English","Foil"
"1678",1,"Traveler's Cloak","Invasion","Moderately Played","English","Foil"
"1679",4,"Cremate","Guildpact","Near Mint","English","Foil"
"1680",1,"Deepwood Ghoul","Mercadian Masques","Slightly Played","English","Foil"
"1681",4,"Deepcavern Imp","Modern Masters","Near Mint","English","Foil"
"1682",2,"Debilitating Injury","Khans of Tarkir","Near Mint","English","Foil"
"1683",1,"Vital Surge","Betrayers of Kamigawa","Near Mint","English","Foil"
"1684",2,"Dawnbringer Charioteers","Prerelease Cards","Near Mint","English","Foil"
"1685",2,"Vital Splicer","New Phyrexia","Near Mint","English","Foil"
"1686",1,"Vulpine Goliath","Theros","Near Mint","English","Foil"
"1687",1,"Voyaging Satyr","Theros","Slightly Played","English","Foil"
"1688",1,"Trained Condor","Magic 2014 Core Set","Near Mint","English","Foil"
"1689",2,"Tower Geist","Dark Ascension","Near Mint","English","Foil"
"1690",3,"Tower Drake","Return to Ravnica","Near Mint","English","Foil"
"1691",1,"Diabolic Servitude","Premium Deck Series: Graveborn","Near Mint","English","Foil"
"1692",1,"Dead Ringers","Apocalypse","Near Mint","English","Foil"
"1693",1,"Deviant Glee","Return to Ravnica","Near Mint","English","Foil"
"1694",2,"Myr Quadropod","Fifth Dawn","Near Mint","English","Foil"
"1695",1,"Icy Manipulator","Mirrodin","Near Mint","English","Foil"
"1696",1,"Teshar, Ancestor's Apostle","Prerelease Cards","Near Mint","English","Foil"
"1697",1,"Sentinel Totem","Ixalan","Near Mint","English","Foil"
"1698",1,"Edgewalker","Scourge","Heavily Played","English","Foil"
"1699",1,"Synod Sanctum","Mirrodin","Slightly Played","English","Foil"
"1700",1,"Empty-Shrine Kannushi","Betrayers of Kamigawa","Slightly Played","English","Foil"
"1701",1,"Disciple of Malice","Onslaught","Slightly Played","English","Foil"
"1702",1,"Vengeful Vampire","Dark Ascension","Near Mint","English","Foil"
"1703",1,"Edgar Markov","Commander 2017","Near Mint","English","Normal"
"1704",3,"Prophetic Prism","Masters 25","Near Mint","English","Foil"
"1705",1,"By Force","Amonkhet","Near Mint","English","Foil"
"1706",1,"Forebear's Blade","Dominaria","Near Mint","English","Foil"
"1707",1,"Voltaic Servant","Dominaria","Near Mint","English","Foil"
"1708",1,"Cogwork Assembler","Aether Revolt","Near Mint","English","Foil"
"1709",1,"Weirded Vampire","Eldritch Moon","Near Mint","English","Foil"
"1710",1,"Kurkesh, Onakke Ancient","Magic 2015 Core Set","Near Mint","English","Foil"
"1711",2,"Island (255 Full Art)","Battle for Zendikar","Near Mint","English","Foil"
"1712",5,"Sliver Token","Magic 2014 Core Set","Near Mint","English","Normal"
"1713",1,"Winds of Rebuke","Amonkhet","Near Mint","English","Foil"
"1714",2,"Mishra's Factory","Eternal Masters","Near Mint","English","Foil"
"1715",1,"Hangarback Walker","Magic Origins","Near Mint","English","Foil"
"1716",1,"Vizier of Remedies","Amonkhet","Near Mint","English","Foil"
"1717",1,"Vampire Cutthroat","Eldritch Moon","Near Mint","English","Foil"
"1718",2,"Palladium Myr","Iconic Masters","Near Mint","English","Foil"
"1719",1,"Hostile Desert","Hour of Devastation","Near Mint","English","Foil"
"1720",4,"Song of Freyalise","Dominaria","Near Mint","English","Foil"
"1721",1,"Awakened Amalgam","Rivals of Ixalan","Near Mint","English","Foil"
"1722",1,"Dimir Machinations","Ravnica: City of Guilds","Slightly Played","English","Foil"
"1723",1,"Sol Ring","From the Vault: Relics","Slightly Played","English","Foil"
"1724",2,"Opt","Dominaria","Near Mint","English","Foil"
"1725",1,"Zoetic Cavern","Masters 25","Near Mint","English","Foil"
"1726",1,"Borrowing 100,000 Arrows","Masters 25","Near Mint","English","Foil"
"1727",9,"Angel Token","Masters 25","Near Mint","English","Normal"
"1728",1,"Throwing Knife","Magic Origins","Near Mint","English","Foil"
"1729",2,"Rakdos Keyrune","Return to Ravnica","Near Mint","English","Foil"
"1730",1,"Accorder's Shield","Magic 2014 Core Set","Near Mint","English","Foil"
"1731",1,"Slayer's Cleaver","Eldritch Moon","Near Mint","English","Foil"
"1732",1,"Iron League Steed","Kaladesh","Near Mint","English","Foil"
"1733",1,"Blind Zealot","New Phyrexia","Near Mint","English","Foil"
"1734",1,"Disciple of Griselbrand","Innistrad","Near Mint","English","Foil"
"1735",1,"Blight Herder","Launch Party & Release Event Promos","Near Mint","English","Foil"
"1736",1,"Blight Herder","Battle for Zendikar","Near Mint","English","Foil"
"1737",1,"Haunted Plate Mail","Magic 2015 Core Set","Near Mint","English","Foil"
"1738",2,"Helvault","From the Vault: Lore","Near Mint","English","Foil"
"1739",2,"Helvault","From the Vault: Lore","Near Mint","English","Foil"
"1740",1,"Myr Incubator","Mirrodin","Near Mint","English","Foil"
"1741",1,"Guardians of Koilos","Dominaria","Near Mint","English","Foil"
"1742",5,"Golgari Guildgate","Modern Masters 2017 Edition","Near Mint","English","Foil"
"1743",9,"Angel Token","Masters 25","Near Mint","English","Normal"
"1744",1,"Howling Golem","Dominaria","Near Mint","English","Foil"
"1745",9,"Angel Token","Masters 25","Near Mint","English","Normal"
"1746",1,"Tragic Poet","Dominaria","Near Mint","English","Foil"
"1747",1,"Jhoira's Familiar","Dominaria","Near Mint","English","Foil"
"1748",1,"Deathless Behemoth","Battle for Zendikar","Near Mint","English","Foil"
"1749",2,"Opt","Dominaria","Near Mint","English","Foil"
"1750",1,"Whisper, Blood Liturgist","Dominaria","Slightly Played","English","Foil"
"1751",1,"Trepanation Blade","Iconic Masters","Near Mint","English","Foil"
"1752",3,"Guardian Idol","Iconic Masters","Near Mint","English","Foil"
"1753",4,"Vampire Lacerator","Masters 25","Near Mint","English","Foil"
"1754",1,"Short Sword","Dominaria","Near Mint","English","Foil"
"1755",1,"Memorial to Glory","Dominaria","Near Mint","English","Foil"
"1756",1,"Rescue","Dominaria","Near Mint","English","Foil"
"1757",1,"Memorial to Unity","Dominaria","Near Mint","English","Foil"
"1758",1,"Unwind","Dominaria","Near Mint","English","Foil"
"1759",4,"Swamp (268)","Ixalan","Near Mint","English","Foil"
"1760",2,"Mountain (273)","Ixalan","Near Mint","English","Foil"
"1761",1,"Ambassador Oak","Masters 25","Near Mint","English","Foil"
"1762",2,"Blossoming Sands","Eternal Masters","Near Mint","English","Foil"
"1763",4,"Esper Panorama","Shards of Alara","Near Mint","English","Foil"
"1764",10,"Vampire (004) // Zombie (005) Double-sided Token","Commander 2017","Near Mint","English","Normal"
"1765",1,"Quicksand","Masters 25","Near Mint","English","Foil"
"1766",1,"Disenchant","Conspiracy: Take the Crown","Near Mint","English","Foil"
"1767",1,"Martial Coup","From the Vault: Annihilation","Near Mint","English","Foil"
"1768",1,"Priest of Iroas","Theros","Near Mint","English","Foil"
"1769",1,"Sanctum Seeker","Ixalan","Near Mint","English","Foil"
"1770",1,"Swamp (240)","Theros","Near Mint","English","Foil"
"1771",3,"Glitterfang","Saviors of Kamigawa","Near Mint","English","Foil"
"1772",3,"Call to the Netherworld","Time Spiral","Near Mint","English","Foil"
"1773",1,"Gravitational Shift","Rise of the Eldrazi","Near Mint","English","Foil"
"1774",2,"Purify the Grave","Innistrad","Near Mint","English","Foil"
"1775",3,"Set Adrift","Khans of Tarkir","Near Mint","English","Foil"
"1776",3,"Street Wraith","Modern Masters","Near Mint","English","Foil"
"1777",2,"Honor-Worn Shaku","Champions of Kamigawa","Near Mint","English","Foil"
"1778",3,"Akki Blizzard-Herder","Betrayers of Kamigawa","Near Mint","English","Foil"
"1779",4,"Reach Through Mists","Modern Masters","Near Mint","English","Foil"
"1780",1,"Stromkirk Noble","Innistrad","Near Mint","English","Foil"
"1781",2,"Sheltering Ancient","Coldsnap","Near Mint","English","Foil"
"1782",8,"Tracker's Instincts","Dark Ascension","Near Mint","English","Foil"
"1783",1,"Academy Raider","Magic 2014 Core Set","Near Mint","English","Foil"
"1784",1,"Encroaching Wastes","FNM Promos","Near Mint","English","Foil"
"1785",1,"Runed Stalactite","Modern Masters","Near Mint","English","Foil"
"1786",1,"Mardu Scout","Fate Reforged","Near Mint","English","Foil"
"1787",1,"Ponyback Brigade","Khans of Tarkir","Near Mint","English","Foil"
"1788",2,"Island (286)","Time Spiral","Near Mint","English","Foil"
"1789",2,"Island (286)","Time Spiral","Near Mint","English","Foil"
"1790",4,"Plains (283)","Time Spiral","Near Mint","English","Foil"
"1791",4,"Rolling Temblor","Innistrad","Near Mint","English","Foil"
"1792",4,"Executioner's Capsule","Modern Masters","Near Mint","English","Foil"
"1793",1,"Epochrasite","Modern Masters","Near Mint","English","Foil"
"1794",4,"Kor Duelist","Modern Masters 2015 Edition","Near Mint","English","Foil"
"1795",1,"Treasure Cruise","Khans of Tarkir","Near Mint","English","Foil"
"1796",2,"Boros Guildgate","Dragon's Maze","Near Mint","English","Foil"
"1797",1,"Murder Investigation","Magic Origins","Near Mint","English","Foil"
"1798",1,"Bonded Construct","Magic Origins","Near Mint","English","Foil"
"1799",4,"Horobi's Whisper","Modern Masters","Near Mint","English","Foil"
"1800",2,"Marsh Flitter","Modern Masters","Near Mint","English","Foil"
"1801",5,"Elemental Token","Born of the Gods","Near Mint","English","Normal"
"1802",3,"Thoughtcast","Modern Masters 2015 Edition","Near Mint","English","Foil"
"1803",3,"Infiltration Lens","Scars of Mirrodin","Near Mint","English","Foil"
"1804",2,"Planeswalker Checklist Card","Magic Origins","Near Mint","English","Normal"
"1805",4,"Murmuring Bosk","From the Vault: Realms","Near Mint","English","Foil"
"1806",3,"Devoted Druid","Shadowmoor","Slightly Played","English","Foil"
"1807",1,"Tallowisp","Betrayers of Kamigawa","Near Mint","English","Foil"
"1808",1,"Glen Elendra Pranksters","Lorwyn","Near Mint","English","Foil"
"1809",1,"Breath of Fury","Ravnica: City of Guilds","Near Mint","English","Foil"
"1810",1,"Ire Shaman","Dragons of Tarkir","Near Mint","English","Foil"
"1811",1,"Leonin Relic-Warder","Mirrodin Besieged","Near Mint","English","Foil"
"1812",1,"Dizzy Spell","Ravnica: City of Guilds","Near Mint","English","Foil"
"1813",4,"Elder Pine of Jukai","Saviors of Kamigawa","Near Mint","English","Foil"
"1814",1,"War Priest of Thune","Magic 2013","Near Mint","English","Foil"
"1815",1,"Elite Vanguard","Magic 2012","Near Mint","English","Foil"
"1816",14,"Plains (250 Full Art)","Battle for Zendikar","Near Mint","English","Foil"
"1817",1,"Figure of Destiny","Premium Deck Series: Fire and Lightning","Near Mint","English","Foil"
"1818",1,"Legion's Initiative","Dragon's Maze","Near Mint","English","Foil"
"1819",10,"Soldier Token","Magic Origins","Near Mint","English","Normal"
"1820",3,"Plains (251)","Return to Ravnica","Near Mint","English","Foil"
"1821",1,"Swamp (181)","Fate Reforged","Near Mint","English","Foil"
"1822",5,"Plains (254)","Return to Ravnica","Near Mint","English","Foil"
"1823",1,"Mystic Retrieval","Dark Ascension","Near Mint","English","Foil"
"1824",1,"Humble Defector","Fate Reforged","Near Mint","English","Foil"
"1825",1,"Flamekin Harbinger","Lorwyn","Near Mint","English","Foil"
"1826",1,"Smoldering Marsh","Battle for Zendikar","Near Mint","English","Foil"
"1827",1,"Crown of Flames","Invasion","Near Mint","English","Foil"
"1828",1,"Vandalize","Dragons of Tarkir","Near Mint","English","Foil"
"1829",4,"Mesmeric Orb","Mirrodin","Near Mint","English","Foil"
"1830",1,"Nomad Outpost","Khans of Tarkir","Near Mint","English","Foil"
"1831",2,"Nova Cleric","Onslaught","Near Mint","English","Foil"
"1832",1,"Chronomantic Escape","Future Sight","Near Mint","English","Foil"
"1833",1,"Surreal Memoir","Rise of the Eldrazi","Near Mint","English","Foil"
"1834",2,"Urge to Feed","Worldwake","Near Mint","English","Foil"
"1835",2,"Immolating Souleater","New Phyrexia","Near Mint","English","Foil"
"1836",5,"Merrow Bonegnawer","Eventide","Near Mint","English","Foil"
"1837",1,"Polluted Mire","Premium Deck Series: Graveborn","Near Mint","English","Foil"
"1838",10,"Dragon Token","Magic 2014 Core Set","Near Mint","English","Normal"
"1839",1,"Street Spasm","Return to Ravnica","Near Mint","English","Foil"
"1840",2,"Island (260)","Magic Origins","Near Mint","English","Foil"
