,Name,Number,Rarity,Details,Quantity,Price,Junk,set
3369,Mythic,English,Normal,Near Mint,3,8.49,,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3370,Farseek,Common,English,Foil,Near Mint,1,8.99,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3371,,Gilded Lotus,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3372,8.99,,Glacial Fortress,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3373,5,4.29,,Glacial Fortress,Rare,English,Foil,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3374,Near Mint,2,9.99,,"Jace, Memory Adept",Mythic,English,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3375,Foil,Near Mint,2,14.99,,Master of the Pearl Trident,Rare,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3376,English,Normal,Near Mint,5,4.99,,Mutilate,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3377,Rare,English,Normal,Near Mint,1,1.49,,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3378,"Odric, Master Tactician",Rare,English,Normal,Near Mint,4,0.99,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3379,,Phylactery Lich,Rare,English,Normal,Near Mint,4,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3380,0.99,,Primordial Hydra,Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3381,1,20.99,,Rancor,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3382,Near Mint,1,0.99,,Reverberate,Rare,English,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3383,Normal,Near Mint,3,3.29,,Rootbound Crag,Rare,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3384,English,Normal,Near Mint,1,3.99,,Serra Avatar,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3385,Mythic,English,Normal,Near Mint,3,0.99,,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3386,Serra Avenger,Rare,English,Foil,Near Mint,2,4.99,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3387,,Slumbering Dragon,Rare,English,Foil,Near Mint,1,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3388,8.99,,Sunpetal Grove,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3389,1,4.49,,"Talrand, Sky Summoner",Rare,English,Foil,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3390,Near Mint,1,3.49,,Thundermaw Hellkite,Mythic,English,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3391,Normal,Near Mint,6,5.99,,Thundermaw Hellkite,Mythic,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3392,English,Foil,Near Mint,1,12.99,,Tormod's Crypt,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3393,Uncommon,English,Normal,Near Mint,1,0.49,,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3394,Tormod's Crypt,Uncommon,English,Foil,Near Mint,1,5.99,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3395,,"Yeva, Nature's Herald",Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3396,3.29,,,,,,,http://shop.strikezoneonline.com/Category/M13_Core_Set.html
3397,An-Zerrin Ruins,Uncommon,English,Normal,Near Mint,4,3.99,http://shop.strikezoneonline.com/Category/Homelands.html
3398,,Anaba Ancestor,Uncommon,English,Normal,Near Mint,10,http://shop.strikezoneonline.com/Category/Homelands.html
3399,1.99,,Anaba Spirit Crafter,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Homelands.html
3400,6,3.99,,Apocalypse Chime,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/Homelands.html
3401,Near Mint,1,1.49,,Castle Sengir,Uncommon,English,http://shop.strikezoneonline.com/Category/Homelands.html
3402,Normal,Near Mint,0,0.99,Out of Stock,Chain Stasis,Uncommon,http://shop.strikezoneonline.com/Category/Homelands.html
3403,English,Normal,Near Mint,3,1.99,,Didgeridoo,http://shop.strikezoneonline.com/Category/Homelands.html
3404,Uncommon,English,Normal,Near Mint,5,29.99,,http://shop.strikezoneonline.com/Category/Homelands.html
3405,Didgeridoo,Uncommon,English,Normal,Light Play,4,21.99,http://shop.strikezoneonline.com/Category/Homelands.html
3406,,Dwarven Sea Clan,Uncommon,English,Normal,Near Mint,6,http://shop.strikezoneonline.com/Category/Homelands.html
3407,1.49,,Grandmother Sengir,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Homelands.html
3408,2,2.29,,Koskun Falls,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/Homelands.html
3409,Near Mint,3,13.99,,Mammoth Harness,Uncommon,English,http://shop.strikezoneonline.com/Category/Homelands.html
3410,Normal,Near Mint,4,1.99,,Marjhan,Uncommon,http://shop.strikezoneonline.com/Category/Homelands.html
3411,English,Normal,Near Mint,5,1.49,,Merchant Scroll,http://shop.strikezoneonline.com/Category/Homelands.html
3412,Common,English,Normal,Near Mint,2,5.99,,http://shop.strikezoneonline.com/Category/Homelands.html
3413,Mystic Decree,Uncommon,English,Normal,Near Mint,1,3.49,http://shop.strikezoneonline.com/Category/Homelands.html
3414,,Narwhal,Uncommon,English,Normal,Near Mint,5,http://shop.strikezoneonline.com/Category/Homelands.html
3415,2.99,,Primal Order,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Homelands.html
3416,1,2.88,,"Reveka, Wizard Savant",Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/Homelands.html
3417,Near Mint,2,1.88,,Rysorian Badger,Uncommon,English,http://shop.strikezoneonline.com/Category/Homelands.html
3418,Normal,Near Mint,4,2.49,,Serra Aviary,Uncommon,http://shop.strikezoneonline.com/Category/Homelands.html
3419,English,Normal,Near Mint,3,3.88,,Serrated Arrows,http://shop.strikezoneonline.com/Category/Homelands.html
3420,Common,English,Normal,Near Mint,2,0.99,,http://shop.strikezoneonline.com/Category/Homelands.html
3421,Soraya the Falconer,Uncommon,English,Normal,Near Mint,4,3.88,http://shop.strikezoneonline.com/Category/Homelands.html
3422,,Veldrane of Sengir,Uncommon,English,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/Homelands.html
3423,0.99,,Winter Sky,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/Homelands.html
3424,4,3.49,,,,,,http://shop.strikezoneonline.com/Category/Homelands.html
3425,Akroma's Memorial,Rare,English,Normal,Near Mint,1,13.99,http://shop.strikezoneonline.com/Category/The_List.html
3426,,Always Watching,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3427,0.99,,Animate Dead,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3428,3,4.88,,Arcbound Overseer,Rare,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3429,Near Mint,2,3.99,,Archive Trap,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3430,Normal,Near Mint,2,31.88,,Aura Shards (Invasion Art),Uncommon,http://shop.strikezoneonline.com/Category/The_List.html
3431,English,Normal,Near Mint,2,6.99,,Bad Moon,http://shop.strikezoneonline.com/Category/The_List.html
3432,Rare,English,Normal,Near Mint,1,3.49,,http://shop.strikezoneonline.com/Category/The_List.html
3433,Balefire Dragon,Mythic,English,Normal,Near Mint,7,23.99,http://shop.strikezoneonline.com/Category/The_List.html
3434,,Beseech the Queen,Uncommon,English,Normal,Near Mint,2,http://shop.strikezoneonline.com/Category/The_List.html
3435,3.49,,Blood Clock,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3436,1,2.49,,Blood Moon,Rare,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3437,Near Mint,1,16.99,,Bloodghast,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3438,Normal,Near Mint,1,10.99,,Captivating Vampire,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3439,English,Normal,Near Mint,2,12.99,,Cavern of Souls,http://shop.strikezoneonline.com/Category/The_List.html
3440,Rare,English,Normal,Near Mint,7,82.99,,http://shop.strikezoneonline.com/Category/The_List.html
3441,Combustible Gearhulk,Mythic,English,Normal,Near Mint,4,3.49,http://shop.strikezoneonline.com/Category/The_List.html
3442,,Crystalline Sliver,Uncommon,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3443,6.88,,Dark Depths,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3444,2,16.99,,Daxos the Returned,Mythic,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3445,Near Mint,1,1.99,,Deathcoil Wurm,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3446,Normal,Near Mint,4,14.99,,Door to Nothingness,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3447,English,Normal,Near Mint,2,2.59,,Doubling Cube,http://shop.strikezoneonline.com/Category/The_List.html
3448,Rare,English,Normal,Near Mint,9,18.99,,http://shop.strikezoneonline.com/Category/The_List.html
3449,Dragonlord Dromoka,Mythic,English,Normal,Near Mint,1,26.49,http://shop.strikezoneonline.com/Category/The_List.html
3450,,Dryad Arbor,Uncommon,English,Normal,Near Mint,4,http://shop.strikezoneonline.com/Category/The_List.html
3451,3.49,,Eiganjo Castle,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3452,3,11.99,,Eldrazi Temple,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3453,Near Mint,1,6.99,,"Elenda, the Dusk Rose",Mythic,English,http://shop.strikezoneonline.com/Category/The_List.html
3454,Normal,Near Mint,1,24.99,,Entreat the Dead,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3455,English,Normal,Near Mint,2,2.99,,Eternal Witness (Fifth Dawn Art),http://shop.strikezoneonline.com/Category/The_List.html
3456,Uncommon,English,Normal,Near Mint,2,4.99,,http://shop.strikezoneonline.com/Category/The_List.html
3457,Expedition Map,Common,English,Normal,Near Mint,1,1.49,http://shop.strikezoneonline.com/Category/The_List.html
3458,,Fellwar Stone,Uncommon,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3459,2.49,,Gatekeeper of Malakir,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3460,7,0.49,,Gemstone Mine,Rare,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3461,Near Mint,5,7.99,,Gisa and Geralf,Mythic,English,http://shop.strikezoneonline.com/Category/The_List.html
3462,Normal,Near Mint,1,1.99,,Giver of Runes,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3463,English,Normal,Near Mint,2,6.99,,Gravespawn Sovereign,http://shop.strikezoneonline.com/Category/The_List.html
3464,Rare,English,Normal,Near Mint,2,1.49,,http://shop.strikezoneonline.com/Category/The_List.html
3465,Hall of the Bandit Lord,Rare,English,Normal,Near Mint,1,18.99,http://shop.strikezoneonline.com/Category/The_List.html
3466,,Helldozer,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3467,0.49,,Hellkite Overlord,Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3468,4,5.99,,Herald's Horn,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3469,Near Mint,4,8.88,,Hermit Druid,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3470,Normal,Near Mint,2,9.99,,Honden of Infinite Rage,Uncommon,http://shop.strikezoneonline.com/Category/The_List.html
3471,English,Normal,Near Mint,1,5.99,,Honden of Seeing Winds,http://shop.strikezoneonline.com/Category/The_List.html
3472,Uncommon,English,Normal,Near Mint,2,7.99,,http://shop.strikezoneonline.com/Category/The_List.html
3473,Howling Mine,Rare,English,Normal,Near Mint,1,6.88,http://shop.strikezoneonline.com/Category/The_List.html
3474,,Illusionist's Bracers,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3475,7.99,,"Jin-Gitaxias, Core Augur",Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3476,1,15.99,,Joraga Treespeaker,Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3477,Near Mint,4,2.49,,"Jugan, the Rising Star",Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3478,Normal,Near Mint,1,0.99,,"Kaya, Ghost Haunter",Rare,http://shop.strikezoneonline.com/Category/The_List.html
3479,English,Normal,Near Mint,2,8.88,,"Kiki-Jiki, Mirror Breaker",http://shop.strikezoneonline.com/Category/The_List.html
3480,Rare,English,Normal,Near Mint,5,8.99,,http://shop.strikezoneonline.com/Category/The_List.html
3481,"Korvold, Fae-Cursed King",Mythic,English,Normal,Near Mint,2,14.99,http://shop.strikezoneonline.com/Category/The_List.html
3482,,Lich Lord of Unx,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3483,13.99,,Lightning Bolt (Magicfest Art),Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3484,1,4.99,,Lightning Bolt (Masters 25 Art),Uncommon,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3485,Near Mint,4,2.49,,"Liliana, the Last Hope",Mythic,English,http://shop.strikezoneonline.com/Category/The_List.html
3486,Normal,Near Mint,2,24.99,,Living Death,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3487,English,Normal,Near Mint,2,6.99,,Lord of the Undead,http://shop.strikezoneonline.com/Category/The_List.html
3488,Rare,English,Normal,Near Mint,1,19.99,,http://shop.strikezoneonline.com/Category/The_List.html
3489,Malignus,Mythic,English,Normal,Near Mint,2,6.99,http://shop.strikezoneonline.com/Category/The_List.html
3490,,Master of the Wild Hunt,Mythic,English,Normal,Near Mint,3,http://shop.strikezoneonline.com/Category/The_List.html
3491,11.99,,"Mikaeus, the Unhallowed",Mythic,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3492,2,38.88,,Mindslicer,Rare,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3493,Near Mint,7,8.99,,Mizzix of the Izmagnus,Mythic,English,http://shop.strikezoneonline.com/Category/The_List.html
3494,Normal,Near Mint,3,5.99,,"Morophon, the Boundless",Mythic,http://shop.strikezoneonline.com/Category/The_List.html
3495,English,Normal,Near Mint,1,19.99,,Mystical Tutor,http://shop.strikezoneonline.com/Category/The_List.html
3496,Rare,English,Normal,Near Mint,1,23.99,,http://shop.strikezoneonline.com/Category/The_List.html
3497,Necromancy,Uncommon,English,Normal,Near Mint,2,13.99,http://shop.strikezoneonline.com/Category/The_List.html
3498,,Necrotic Sliver,Uncommon,English,Normal,Near Mint,11,http://shop.strikezoneonline.com/Category/The_List.html
3499,0.49,,Noxious Revival,Uncommon,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3500,4,8.99,,Orcish Lumberjack,Common,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3501,Near Mint,3,0.49,,Pact of Negation,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3502,Normal,Near Mint,6,11.99,,Panharmonicon,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3503,English,Normal,Near Mint,1,8.88,,Parallax Wave,http://shop.strikezoneonline.com/Category/The_List.html
3504,Rare,English,Normal,Near Mint,3,3.99,,http://shop.strikezoneonline.com/Category/The_List.html
3505,Parallel Evolution,Rare,English,Normal,Near Mint,4,9.99,http://shop.strikezoneonline.com/Category/The_List.html
3506,,Patron of the Moon,Rare,English,Normal,Near Mint,1,http://shop.strikezoneonline.com/Category/The_List.html
3507,1.49,,Patron Wizard,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3508,5,5.99,,Petrified Field,Rare,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3509,Near Mint,1,2.79,,Phyrexian Obliterator,Mythic,English,http://shop.strikezoneonline.com/Category/The_List.html
3510,Normal,Near Mint,2,28.99,,Pir's Whim,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3511,English,Normal,Near Mint,1,3.99,,Primeval Bounty,http://shop.strikezoneonline.com/Category/The_List.html
3512,Mythic,English,Normal,Near Mint,3,1.99,,http://shop.strikezoneonline.com/Category/The_List.html
3513,Profaner of the Dead,Rare,English,Normal,Near Mint,2,3.49,http://shop.strikezoneonline.com/Category/The_List.html
3514,,Progenitus,Mythic,English,Normal,Near Mint,3,http://shop.strikezoneonline.com/Category/The_List.html
3515,7.99,,Puresteel Angel,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3516,1,5.99,,Rat Colony,Common,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3517,Near Mint,1,2.99,,Riptide Director,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3518,Normal,Near Mint,1,1.99,,Rishadan Brigand,Rare,http://shop.strikezoneonline.com/Category/The_List.html
3519,English,Normal,Near Mint,2,1.99,,Sakashima's Student,http://shop.strikezoneonline.com/Category/The_List.html
3520,Rare,English,Normal,Near Mint,2,74.99,,http://shop.strikezoneonline.com/Category/The_List.html
3521,Scarecrone,Rare,English,Normal,Near Mint,3,2.29,http://shop.strikezoneonline.com/Category/The_List.html
3522,,Scroll Rack,Rare,English,Normal,Near Mint,5,http://shop.strikezoneonline.com/Category/The_List.html
3523,19.99,,Sedge Sliver,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3524,1,2.99,,"Sedris, the Traitor King",Mythic,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
3525,Near Mint,8,15.99,,Sensei's Divining Top,Rare,English,http://shop.strikezoneonline.com/Category/The_List.html
3526,Normal,Near Mint,1,59.99,,"Shinka, the Bloodsoaked Keep",Rare,http://shop.strikezoneonline.com/Category/The_List.html
3527,English,Normal,Near Mint,4,29.99,,"Skullbriar, the Walking Grave",http://shop.strikezoneonline.com/Category/The_List.html
3528,Rare,English,Normal,Near Mint,1,5.99,,http://shop.strikezoneonline.com/Category/The_List.html
3529,Sneak Attack,Rare,English,Normal,Near Mint,6,20.99,http://shop.strikezoneonline.com/Category/The_List.html
3530,,Sorin Markov,Mythic,English,Normal,Near Mint,6,http://shop.strikezoneonline.com/Category/The_List.html
3531,9.99,,Spectral Force,Rare,English,Normal,Near Mint,http://shop.strikezoneonline.com/Category/The_List.html
3532,1,0.49,,Spike Weaver,Rare,English,Normal,http://shop.strikezoneonline.com/Category/The_List.html
