Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified
"4","4","Hand of Silumgar","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:53.586413"
"2","2","Grisly Transformation","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:53.514986"
"6","6","Grim Roustabout","Return to Ravnica","Near Mint","English","","","2022-02-27 02:36:53.491283"
"2","2","Gravepurge","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:53.472427"
"2","2","Forsaken Drifters","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:53.368706"
"1","1","Font of Return","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:53.351102"
"3","3","Flesh to Dust","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:53.340112"
"2","2","Fleshmad Steed","Theros","Near Mint","English","","","2022-02-27 02:36:53.311342"
"4","4","Flatten","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:53.291149"
"4","4","Festergloom","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:53.236694"
"3","3","Felhide Minotaur","Theros","Near Mint","English","","","2022-02-27 02:36:53.201935"
"1","1","Feast of Dreams","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:53.174577"
"2","2","Eye Gouge","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:53.116748"
"3","3","Eternal Thirst","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:53.098075"
"4","4","Dutiful Attendant","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:53.069777"
"1","1","Duress","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:53.029020"
"1","1","Driver of the Dead","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:36:53.003616"
"2","2","Dreadbringer Lampads","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:52.990168"
"1","1","Douse in Gloom","Fate Reforged","Near Mint","English","","","2022-02-27 02:36:52.980064"
"2","2","Disciple of Phenax","Theros","Near Mint","English","","","2022-02-27 02:36:52.968191"
"3","3","Defeat","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:52.909138"
"2","2","Cruel Feeding","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:52.822646"
"4","4","Crippling Blight","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:52.731931"
"2","2","Covenant of Blood","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:52.687581"
"14","14","Corpse Churn","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:52.665576"
"7","7","Coat with Venom","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:52.568825"
"3","3","Child of Night","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:52.491403"
"1","1","Cast into Darkness","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:52.447917"
"2","2","Carrion Crow","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:52.436629"
"1","1","Boon of Erebos","Theros","Near Mint","English","","","2022-02-27 02:36:52.376654"
"1","1","Boon of Emrakul","Eldritch Moon","Near Mint","English","","","2022-02-27 02:36:52.364686"
"3","3","Blood-Toll Harpy","Theros","Near Mint","English","","","2022-02-27 02:36:52.342235"
"1","1","Blightsoil Druid","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:52.312268"
"7","7","Black Cat","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:52.292540"
"2","2","Asphodel Wanderer","Theros","Near Mint","English","","","2022-02-27 02:36:52.218769"
"2","2","Aspect of Gorgon","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:52.197360"
"2","2","Anointed Deacon","Ixalan","Near Mint","English","","","2022-02-27 02:36:52.183184"
"4","4","Kruphix's Insight","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:58.767190"
"1","1","Kin-Tree Warden","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:36:58.742176"
"3","3","Kessig Dire Swine","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:36:58.732102"
"9","9","Karametra's Favor","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:58.706020"
"4","4","Longshot Squad","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:36:58.648919"
"15","15","Loam Larva","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:58.632797"
"2","2","Loam Dryad","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:36:58.565386"
"3","3","Living Totem","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:58.548560"
"6","6","Mortal's Resolve","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:58.456800"
"3","3","Market Festival","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:58.380828"
"4","4","Map the Wastes","Fate Reforged","Near Mint","English","","","2022-02-27 02:36:58.353402"
"7","7","Nyxborn Wolf","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:58.317213"
"13","13","Netcaster Spider","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:58.267052"
"2","2","Netcaster Spider","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:58.208259"
"3","3","Nessian Asp","Theros","Near Mint","English","","","2022-02-27 02:36:58.189759"
"2","2","Naturalize","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:58.148077"
"3","3","Naturalize","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:36:58.130473"
"3","3","Naturalize","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:58.103331"
"1","1","Oakheart Dryads","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:58.057455"
"7","7","Pulse of Murasa","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:58.046998"
"1","1","Plummet","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:58.001300"
"4","4","Pinion Feast","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:57.991602"
"8","8","Pheres-Band Tromper","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:57.959060"
"2","2","Pheres-Band Centaurs","Theros","Near Mint","English","","","2022-02-27 02:36:57.881533"
"3","3","Runeclaw Bear","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:57.827540"
"2","2","Rhonas's Stalwart","Hour of Devastation","Near Mint","English","","","2022-02-27 02:36:57.748966"
"5","5","Return to the Earth","Fate Reforged","Near Mint","English","","","2022-02-27 02:36:57.724502"
"5","5","Renowned Weaver","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:57.691560"
"2","2","Ravenous Leucrocota","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:57.650705"
"4","4","Ravenous Daggertooth","Ixalan","Near Mint","English","","","2022-02-27 02:36:57.632847"
"5","5","Ranger's Guile","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:57.624130"
"2","2","Swordwise Centaur","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:57.537429"
"2","2","Staunch-Hearted Warrior","Theros","Near Mint","English","","","2022-02-27 02:36:57.438349"
"2","2","Stampeding Elk Herd","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:57.420083"
"9","9","Stalking Drone","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:57.402941"
"9","9","Snake of the Golden Grove","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:57.310041"
"4","4","Accursed Spirit","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:52.090477"
"13","13","Sky Scourer","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:51.868859"
"2","2","Sip of Hemlock","Theros","Near Mint","English","","","2022-02-27 02:36:51.749388"
"3","3","Silumgar Butcher","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:51.724828"
"7","7","Sign in Blood","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:51.694297"
"4","4","Sibsig Icebreakers","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:51.603583"
"4","4","Shambling Goblin","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:51.567742"
"6","6","Shamble Back","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:36:51.528723"
"2","2","Shadowcloak Vampire","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:51.468036"
"1","1","Servant of Tymaret","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:51.450674"
"1","1","Typhoid Rats","Fate Reforged","Near Mint","English","","","2022-02-27 02:36:51.424494"
"1","1","Typhoid Rats","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:51.414490"
"2","2","Thraben Foulbloods","Eldritch Moon","Near Mint","English","","","2022-02-27 02:36:51.355120"
"1","1","Thornbow Archer","Magic Origins","Near Mint","English","","","2022-02-27 02:36:51.337556"
"10","10","Unnatural Endurance","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:51.197784"
"1","1","Unmake the Graves","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:51.119294"
"4","4","Vulturous Aven","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:51.107331"
"1","1","Vesper Ghoul","Dissension","Near Mint","English","","","2022-02-27 02:36:51.051515"
"9","9","Vampire Envoy","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:51.005914"
"16","16","Witness the End","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:50.918015"
"4","4","Witch's Familiar","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:50.825640"
"2","2","Warchanter of Mogis","Born of the Gods","Near Mint","English","","","2022-02-27 02:36:50.748066"
"4","4","Wandering Tombshell","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:50.730241"
"2","2","Wake of Vultures","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.695995"
"9","9","Zulaport Chainmage","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:50.686714"
"3","3","Zof Shade","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:50.642277"
"1","1","Augury Owl","Magic 2011","Near Mint","English","foil","","2022-02-27 02:36:50.611317"
"3","3","Human Wizard Token","Eldritch Moon","Near Mint","English","","","2022-02-27 02:36:50.600859"
"2","2","Spire of Industry","Aether Revolt","Near Mint","English","foil","","2022-02-27 02:36:50.591927"
"1","1","Goblin Assault","Shards of Alara","Near Mint","English","foil","","2022-02-27 02:36:50.500787"
"2","2","Flameblade Adept","Amonkhet","Near Mint","English","foil","","2022-02-27 02:36:50.477006"
"5","5","Drake Token","Amonkhet","Near Mint","English","","","2022-02-27 02:36:50.467997"
"9","9","Dragon Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.459365"
"1","1","Izzet Boilerworks","Modern Masters 2015 Edition","Near Mint","English","foil","","2022-02-27 02:36:50.407741"
"1","1","Mizzium Mortars","Modern Masters 2017 Edition","Near Mint","English","foil","","2022-02-27 02:36:50.388097"
"3","3","Insect Token","Amonkhet","Near Mint","English","","","2022-02-27 02:36:50.378776"
"1","1","Contagion Clasp","Friday Night Magic","Near Mint","English","foil","","2022-02-27 02:36:50.360998"
"2","2","Wild Hunger","Dark Ascension","Near Mint","English","foil","","2022-02-27 02:36:50.345127"
"1","1","Izzet Cluestone","Dragon's Maze","Near Mint","English","foil","","2022-02-27 02:36:50.253056"
"1","1","Broken Concentration","Shadows over Innistrad","Near Mint","English","foil","","2022-02-27 02:36:50.224990"
"1","1","Yavimaya Enchantress","Eternal Masters","Near Mint","English","foil","","2022-02-27 02:36:50.215345"
"1","1","Civic Wayfinder","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.206306"
"1","1","Abundant Growth","Eternal Masters","Near Mint","English","foil","","2022-02-27 02:36:50.196053"
"1","1","Seal of Strength","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.183773"
"1","1","Calciderm","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.168619"
"2","2","Monk Idealist","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.157734"
"3","3","Kor Hookmaster","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.137536"
"2","2","Roots","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.108129"
"1","1","Thornweald Archer","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.089860"
"1","1","Emperor Crocodile","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.078526"
"1","1","Yavimaya Enchantress","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.063484"
"1","1","Pacifism","Eternal Masters","Near Mint","English","foil","","2022-02-27 02:36:50.051076"
"2","2","Carnivore Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.038627"
"1","1","Goblin Soldier Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.027854"
"1","1","Spirit Token (White)","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.015387"
"12","12","Spirit Token (Colorless)","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:50.002471"
"1","1","Wurm Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.993588"
"1","1","Wall Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.983352"
"1","1","Elephant Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.973964"
"1","1","Zombie Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.963146"
"1","1","Soldier Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.953460"
"3","3","Elf Warrior Token","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.930072"
"1","1","Skulking Ghost","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.881806"
"1","1","Deadbridge Shaman","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.871679"
"1","1","Blightsoil Druid","Eternal Masters","Near Mint","English","foil","","2022-02-27 02:36:49.860208"
"1","1","Wakedancer","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.848843"
"1","1","Nature's Claim","Eternal Masters","Near Mint","English","foil","","2022-02-27 02:36:49.838919"
"1","1","Prowling Pangolin","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.823683"
"1","1","Phyrexian Rager","Eternal Masters","Near Mint","English","","","2022-02-27 02:36:49.810655"
"1","1","Wakedancer","Eternal Masters","Near Mint","English","foil","","2022-02-27 02:36:49.785390"
"2","2","Honor-Worn Shaku","Champions of Kamigawa","Near Mint","English","foil","","2022-02-27 02:36:49.760180"
"1","1","Bomat Courier","Kaladesh","Near Mint","English","foil","","2022-02-27 02:36:49.747968"
"3","3","Set Adrift","Khans of Tarkir","Near Mint","English","foil","","2022-02-27 02:36:49.703350"
"1","1","Unsubstantiate","Magic Game Day Cards","Near Mint","English","","","2022-02-27 02:36:49.694116"
"3","3","Entropic Eidolon","Dissension","Near Mint","English","foil","","2022-02-27 02:36:49.682610"
"1","1","Aurora Eidolon","Dissension","Near Mint","English","foil","","2022-02-27 02:36:49.657457"
"16","16","Kozilek's Pathfinder","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:55.353543"
"5","5","Keeper of the Lens","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:55.261041"
"3","3","Ornithopter","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:55.195223"
"2","2","Opaline Unicorn","Theros","Near Mint","English","","","2022-02-27 02:36:55.165388"
"1","1","Pirate's Cutlass","Ixalan","Near Mint","English","","","2022-02-27 02:36:55.146478"
"1","1","Runed Servitor","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:36:55.136367"
"3","3","Renegade Freighter","Kaladesh","Near Mint","English","","","2022-02-27 02:36:55.127536"
"3","3","Spidersilk Net","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:36:55.111127"
"3","3","Tyrant's Machine","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:54.947159"
"1","1","Traveler's Amulet","Hour of Devastation","Near Mint","English","","","2022-02-27 02:36:54.894453"
"3","3","Traveler's Amulet","Theros","Near Mint","English","","","2022-02-27 02:36:54.882032"
"3","3","Will-Forged Golem","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:54.815548"
"9","9","Warden of Geometries","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:36:54.744743"
"1","1","Rotted Hulk","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:54.671723"
"2","2","Rotfeaster Maggot","Magic 2015 Core Set","Near Mint","English","","","2022-02-27 02:36:54.636812"
"2","2","Returned Reveler","Journey into Nyx","Near Mint","English","","","2022-02-27 02:36:54.615838"
