"","Name","Edition","Condition","Language","Foil","Count"
"1242","Hydrosurge","Magic 2015 Core Set","Near Mint","English","",1
"1243","Hubris","Journey into Nyx","Near Mint","English","",2
"1244","Gurmag Drowner","Dragons of Tarkir","Near Mint","English","",1
"1245","Griptide","Theros","Near Mint","English","",1
"1246","Grip of the Roil","Oath of the Gatewatch","Near Mint","English","",1
"1247","Gravity Negator","Oath of the Gatewatch","Near Mint","English","",1
"1248","Godhunter Octopus","Journey into Nyx","Near Mint","English","",1
"1249","Glacial Crasher","Magic 2015 Core Set","Near Mint","English","",2
"1250","Gearseeker Serpent","Kaladesh","Near Mint","English","",1
"1251","Fugitive Wizard","Magic 2015 Core Set","Near Mint","English","",2
"1252","Frost Lynx","Magic 2015 Core Set","Near Mint","English","",1
"1253","Font of Fortunes","Journey into Nyx","Near Mint","English","",2
"1254","Floodtide Serpent","Born of the Gods","Near Mint","English","",1
"1255","Fate Foretold","Theros","Near Mint","English","",1
"1256","Evanescent Intellect","Born of the Gods","Near Mint","English","",2
"1257","Encrust","Magic 2015 Core Set","Near Mint","English","",1
"1258","Divination","Magic 2015 Core Set","Near Mint","English","",2
"1259","Divination","Born of the Gods","Near Mint","English","",1
"1260","Dirgur Nemesis","Dragons of Tarkir","Near Mint","English","",1
"1261","Deepwater Hypnotist","Born of the Gods","Near Mint","English","",2
"1262","Cultivator Drone","Oath of the Gatewatch","Near Mint","English","",1
"1263","Crackling Triton","Theros","Near Mint","English","",1
"1264","Coral Barrier","Magic 2015 Core Set","Near Mint","English","",1
"1265","Contradict","Dragons of Tarkir","Near Mint","English","",1
"1266","Comparative Analysis","Oath of the Gatewatch","Near Mint","English","",1
"1267","Coastline Chimera","Theros","Near Mint","English","",1
"1268","Chronostutter","Magic 2015 Core Set","Near Mint","English","",1
"1269","Chorus of the Tides","Born of the Gods","Near Mint","English","",1
"1270","Breaching Hippocamp","Theros","Near Mint","English","",1
"1271","Blinding Drone","Oath of the Gatewatch","Near Mint","English","",1
"1272","Benthic Giant","Theros","Near Mint","English","",1
"1273","Annul","Theros","Near Mint","English","",1
"1274","Ancient Carp","Dragons of Tarkir","Near Mint","English","",1
"1275","Amphin Pathmage","Magic 2015 Core Set","Near Mint","English","",1
"1276","Aeronaut Tinkerer","Magic 2015 Core Set","Near Mint","English","",2
"1277","Abstruse Interference","Oath of the Gatewatch","Near Mint","English","",1
"1278","Docent of Perfection","Eldritch Moon","Good (Lightly Played)","English","foil",1
"1279","Lizard Token","Conspiracy: Take the Crown","Near Mint","English","",1
"1280","Thing in the Ice","Prerelease Events","Near Mint","English","foil",1
"1281","Spell Contortion","Worldwake","Near Mint","English","foil",2
"1282","Nagging Thoughts","Shadows over Innistrad","Near Mint","English","foil",2
"1283","Devout Chaplain","Avacyn Restored","Near Mint","English","foil",1
"1284","Izzet Charm","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1285","Ivory Tower","From the Vault: Relics","Near Mint","English","foil",1
"1286","Fathom Seer","Time Spiral ""Timeshifted""","Near Mint","English","",1
"1287","Fretwork Colony","Kaladesh","Near Mint","English","foil",1
"1288","Bant Panorama","Shards of Alara","Near Mint","English","foil",1
"1289","Elder Pine of Jukai","Saviors of Kamigawa","Near Mint","English","foil",2
"1290","Urge to Feed","Worldwake","Near Mint","English","foil",1
"1291","Immolating Souleater","New Phyrexia","Near Mint","English","foil",1
"1292","Ichor Wellspring","Mirrodin Besieged","Near Mint","English","foil",1
"1293","Summon the School","Lorwyn","Near Mint","English","foil",1
"1294","Psychic Puppetry","Champions of Kamigawa","Near Mint","English","foil",1
"1295","Ashnod's Altar","Eternal Masters","Near Mint","English","foil",1
"1296","Pilgrim's Eye","Eternal Masters","Near Mint","English","foil",1
"1297","Drake Token","Magic 2013","Near Mint","English","",1
"1298","Icefall","Coldsnap","Near Mint","English","foil",1
"1299","Magmaquake","Magic 2013","Near Mint","English","foil",1
"1300","Vial of Dragonfire","Dragons of Tarkir","Near Mint","English","foil",2
"1301","Seismic Rupture","Dragons of Tarkir","Near Mint","English","foil",1
"1302","Rite of Undoing","Fate Reforged","Near Mint","English","foil",2
"1303","Will of the Naga","Fate Reforged","Near Mint","English","foil",1
"1304","Zephyr Scribe","Dragons of Tarkir","Near Mint","English","foil",2
"1305","Peel from Reality","Magic 2015 Core Set","Near Mint","English","foil",2
"1306","Geier Reach Sanitarium","Eldritch Moon","Near Mint","English","foil",1
"1307","Mesa Enchantress","Eternal Masters","Near Mint","English","foil",1
"1308","Start // Finish","Amonkhet","Near Mint","English","foil",2
"1309","First Response","Magic 2015 Core Set","Near Mint","English","foil",1
"1310","Hazoret's Monument","Amonkhet","Near Mint","English","foil",1
"1311","Undergrowth Scavenger","Magic 2015 Core Set","Near Mint","English","foil",2
"1312","Shreds of Sanity","Eldritch Moon","Near Mint","English","foil",1
"1313","Angler Drake","Amonkhet","Near Mint","English","foil",2
"1314","Llanowar Elves","Magic 2011","Near Mint","English","foil",1
"1315","Tymaret, the Murder King","Theros","Good (Lightly Played)","English","foil",1
"1316","Nivmagus Elemental","Return to Ravnica","Played","English","foil",1
"1317","Diviner's Wand","Morningtide","Near Mint","English","foil",1
"1318","Watchers of the Dead","Amonkhet","Near Mint","English","foil",2
"1319","Enigma Drake","Amonkhet","Near Mint","English","foil",1
"1320","Grapeshot","Modern Masters","Good (Lightly Played)","English","foil",1
"1321","Jaya Ballard, Task Mage","Premium Deck Series: Fire and Lightning","Good (Lightly Played)","English","foil",1
"1322","Jaya Ballard, Task Mage","Premium Deck Series: Fire and Lightning","Near Mint","English","foil",1
"1323","Pit Keeper","Modern Masters 2017 Edition","Good (Lightly Played)","English","foil",1
"1324","Dread Return","Premium Deck Series: Graveborn","Good (Lightly Played)","English","foil",1
"1325","Spatial Contortion","Friday Night Magic","Near Mint","English","foil",1
"1326","Verdant Catacombs","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1327","Goblin Assault","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1328","Void Snare","Magic 2015 Core Set","Near Mint","English","foil",2
"1329","Lingering Souls","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1330","Ranger of Eos","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1331","Rupture Spire","Conflux","Near Mint","English","foil",1
"1332","Earthquake","Magic 2010","Near Mint","English","foil",1
"1333","Dizzy Spell","Ravnica: City of Guilds","Near Mint","English","",2
"1334","Silver Myr","Scars of Mirrodin","Near Mint","English","",1
"1335","Cancel","Magic 2011","Near Mint","English","",1
"1336","Stoic Rebuttal","Scars of Mirrodin","Near Mint","English","",1
"1337","Golgari Germination","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1338","Golem Token","Modern Masters 2017 Edition","Near Mint","English","",1
"1339","Centaur Token","Modern Masters 2017 Edition","Near Mint","English","",1
"1340","Goblin Token","Modern Masters 2017 Edition","Near Mint","English","",1
"1341","Sensor Splicer","Modern Masters 2017 Edition","Near Mint","English","",1
"1342","Vampire Aristocrat","Modern Masters 2017 Edition","Near Mint","English","",1
"1343","Ogre Jailbreaker","Modern Masters 2017 Edition","Near Mint","English","",1
"1344","Bone Splinters","Modern Masters 2017 Edition","Near Mint","English","",2
"1345","Selesnya Guildgate","Modern Masters 2017 Edition","Near Mint","English","",2
"1346","Orzhov Guildgate","Modern Masters 2017 Edition","Near Mint","English","",2
"1347","Boros Guildgate","Modern Masters 2017 Edition","Near Mint","English","",2
"1348","Mist Raven","Modern Masters 2017 Edition","Near Mint","English","",1
"1349","Kraken Hatchling","Modern Masters 2017 Edition","Near Mint","English","",1
"1350","Grasp of Phantoms","Modern Masters 2017 Edition","Near Mint","English","",1
"1351","Revive","Modern Masters 2017 Edition","Near Mint","English","",1
"1352","Penumbra Spider","Modern Masters 2017 Edition","Near Mint","English","",1
"1353","Teleportal","Modern Masters 2017 Edition","Near Mint","English","",1
"1354","Skyknight Legionnaire","Modern Masters 2017 Edition","Near Mint","English","",1
"1355","Traitorous Instinct","Modern Masters 2017 Edition","Near Mint","English","",1
"1356","Familiar's Ruse","Modern Masters 2017 Edition","Near Mint","English","foil",2
"1357","Inquisition of Kozilek","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1358","Misty Rainforest","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1359","Boar Token","Theros","Near Mint","English","",1
"1360","Just the Wind","Shadows over Innistrad","Near Mint","English","foil",2
"1361","Sylvan Ranger","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1362","Ancient Grudge","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1363","Spell Pierce","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1364","Caves of Koilos","Magic Origins","Near Mint","English","foil",1
"1365","Shivan Reef","Magic 2015 Core Set","Near Mint","English","foil",1
"1366","Unburial Rites","Modern Masters 2017 Edition","Near Mint","English","foil",1
"1367","Warrior Token","Fate Reforged","Near Mint","English","",1
"1368","Geistblast","Shadows over Innistrad","Near Mint","English","foil",2
"1369","Wily Bandar","Kaladesh","Near Mint","English","",1
"1370","Triton Shorethief","Theros","Near Mint","English","",1
"1371","Thassa's Devourer","Journey into Nyx","Near Mint","English","",2
"1372","Thassa's Bounty","Theros","Near Mint","English","",1
"1373","Tattered Haunter","Eldritch Moon","Near Mint","English","",1
"1374","Taigam's Strike","Dragons of Tarkir","Near Mint","English","",2
"1375","Sudden Storm","Born of the Gods","Near Mint","English","",1
"1376","Stymied Hopes","Theros","Near Mint","English","",1
"1377","Sphinx's Disciple","Born of the Gods","Near Mint","English","",2
"1378","Slip Through Space","Oath of the Gatewatch","Near Mint","English","",2
"1379","Sigiled Starfish","Journey into Nyx","Near Mint","English","",1
"1380","Sidisi's Faithful","Dragons of Tarkir","Near Mint","English","",1
"1381","Rise of Eagles","Journey into Nyx","Near Mint","English","",1
"1382","Zada's Commando","Oath of the Gatewatch","Near Mint","English","",1
"1383","Volcanic Upheaval","Battle for Zendikar","Near Mint","English","",1
"1384","Tunneling Geopede","Battle for Zendikar","Near Mint","English","",1
"1385","Reality Hemorrhage","Oath of the Gatewatch","Near Mint","English","",1
"1386","Ondu Champion","Battle for Zendikar","Near Mint","English","",1
"1387","Molten Nursery","Battle for Zendikar","Near Mint","English","",2
"1388","Makindi Sliderunner","Battle for Zendikar","Near Mint","English","",1
"1389","Kazuul's Toll Collector","Oath of the Gatewatch","Near Mint","English","",1
"1390","Kozilek's Sentinel","Battle for Zendikar","Near Mint","English","",2
"1391","Immobilizer Eldrazi","Oath of the Gatewatch","Near Mint","English","",1
"1392","Goblin War Paint","Battle for Zendikar","Near Mint","English","",1
"1393","Firemantle Mage","Battle for Zendikar","Near Mint","English","",1
"1394","Expedite","Oath of the Gatewatch","Near Mint","English","",1
"1395","Eldrazi Aggressor","Oath of the Gatewatch","Near Mint","English","",1
"1396","Boulder Salvo","Oath of the Gatewatch","Near Mint","English","",2
"1397","Belligerent Whiptail","Battle for Zendikar","Near Mint","English","",2
"1398","Akoum Flameseeker","Oath of the Gatewatch","Near Mint","English","",1
"1399","Void Attendant","Battle for Zendikar","Near Mint","English","",1
"1400","Unnatural Aggression","Battle for Zendikar","Near Mint","English","",1
"1401","Tajuru Stalwart","Battle for Zendikar","Near Mint","English","",1
"1402","Swell of Growth","Battle for Zendikar","Near Mint","English","",1
"1403","Seek the Wilds","Battle for Zendikar","Near Mint","English","",1
"1404","Ruin in Their Wake","Oath of the Gatewatch","Near Mint","English","",1
"1405","Reclaiming Vines","Battle for Zendikar","Near Mint","English","",1
"1406","Murasa Ranger","Battle for Zendikar","Near Mint","English","",1
"1407","Lifespring Druid","Battle for Zendikar","Near Mint","English","",1
"1408","Eyeless Watcher","Battle for Zendikar","Near Mint","English","",2
"1409","Call the Scions","Battle for Zendikar","Near Mint","English","",2
"1410","Brood Monitor","Battle for Zendikar","Near Mint","English","",1
"1411","Blisterpod","Battle for Zendikar","Near Mint","English","",1
"1412","Birthing Hulk","Oath of the Gatewatch","Near Mint","English","",1
"1413","Baloth Pup","Oath of the Gatewatch","Near Mint","English","",1
"1414","Oona's Grace","Eternal Masters","Near Mint","English","foil",1
"1415","Aether Theorist","Kaladesh","Near Mint","English","foil",2
"1416","Molten Disaster","Modern Masters","Near Mint","English","foil",1
"1417","Deep Analysis","Eternal Masters","Near Mint","English","foil",1
"1418","Sanitarium Skeleton","Shadows over Innistrad","Near Mint","English","foil",2
"1419","Retreat to Emeria","Battle for Zendikar","Near Mint","English","foil",1
"1420","Sifter of Skulls","Oath of the Gatewatch","Near Mint","English","foil",1
"1421","Nim Devourer","Mirrodin","Near Mint","English","foil",1
"1422","Unsummon","Magic 2012","Near Mint","English","foil",1
"1423","Whirler Virtuoso","Kaladesh","Near Mint","English","foil",1
"1424","Saheeli Rai","Kaladesh","Near Mint","English","foil",1
"1425","Dakmor Lancer","Seventh Edition","Played","English","foil",1
"1426","Undercity Informer","Gatecrash","Near Mint","English","foil",1
"1427","Glint-Sleeve Artisan","Kaladesh","Near Mint","English","foil",2
"1428","Custodi Soulcaller","Conspiracy: Take the Crown","Near Mint","English","foil",1
"1429","Faerie Impostor","Return to Ravnica","Near Mint","English","foil",2
"1430","Kathari Bomber","Alara Reborn","Near Mint","English","foil",1
"1431","Ruinous Gremlin","Kaladesh","Near Mint","English","foil",2
"1432","Dynavolt Tower","Kaladesh","Near Mint","English","foil",1
"1433","Harmless Offering","Eldritch Moon","Near Mint","English","foil",1
"1434","Brainstorm","Eternal Masters","Near Mint","English","foil",1
"1435","Wasteland","Eternal Masters","Near Mint","English","foil",1
"1436","Counterspell","Eternal Masters","Near Mint","English","foil",1
"1437","Rally the Peasants","Eternal Masters","Near Mint","English","foil",1
"1438","Flagstones of Trokair","Time Spiral ""Timeshifted""","Good (Lightly Played)","English","foil",1
"1439","Halimar Excavator","Worldwake","Heavily Played","English","foil",1
"1440","Grave Peril","Future Sight","Near Mint","Japanese","foil",1
"1441","Greenhilt Trainee","New Phyrexia","Near Mint","Japanese","foil",1
"1442","Parapet Watchers","Shadowmoor","Near Mint","Japanese","foil",1
"1443","Goldenglow Moth","Shadowmoor","Near Mint","Japanese","foil",1
"1444","Whirlpool Whelm","Lorwyn","Near Mint","Japanese","foil",1
"1445","Scourge Servant","Mirrodin Besieged","Near Mint","Japanese","foil",1
"1446","Containment Membrane","Oath of the Gatewatch","Near Mint","English","",2
